Study,City,SiteID,Taxa,Year,Infrastructure,Habitat,GI.type,Family,Genus,Species,Status,Estimate,Stat,Value,GI.area.mean (m2),GI.height (m),Rep,pH,Salinity,depth (m)
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.ANDRENOIDES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.OCTOMACULATA,,,,25,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.PARVUS,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.PRUINOSA,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.RUDBECKIAE,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CAROLINUS,,,,9,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CLEMATIDIS,,,,10,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CONFERTUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CRESSONI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.DICHROUS,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.MANDIBULARIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.RANUNCULI,,,,53,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.SOLONIS,,,,28,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.OBLITERATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.PECTORALIS,,,,4,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.REGIMENATUS,,,,37,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,X.VIRGINIANA,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ALGIDA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ALLEGHANIENSIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ASTERIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.AURATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.BISALICIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.BREVIPALPIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CARLINI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CEANOTHI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CHROMOTRICHA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CLARKELLA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.COMMODA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CRATAGEI,,,,10,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.CRESSONII,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.DISTANS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.DUNNINGI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ERIGENIAE*,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ERYTHROGASTER,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ERYTHRONII,,,,7,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.FLORENTINUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.FORBESI,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.FRAGILIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.FRIGIDA*,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.GERANII,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.HIPPOTES,,,,9,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.HIRTICINCTA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.IMITATRIX,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.INTEGRA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.MANDIBULARIS*,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.MANICATUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.METALLICA,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.MILWAUKIENSIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.MISERABILIS,,,,13,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.MORISONELLA,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.NASSONI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.NIGRAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.NIVALIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.NUBECULA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.OBLONGATUM,,,,222,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.PERPLEXA*,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.PERSIMULATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.PLATYPARIA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.PURA,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.REGULARIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ROBERTSONI,,,,24,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.RUFOSIGNATA,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.RUGOSA,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.SIGMUNDI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.SIMPLEX,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.SPIREANA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.TERMINALIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.TEXANA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.VICINA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.VIRESCENS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.WHEELERI,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.WILKELLA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.WSCRIPTA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,A.ZIZIEA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,APIS.MELLIFERA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.BIMACULATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.BOREALIS,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.CITRINUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.FERVIDUS,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.GRISEOCOLLIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.IMPATIENS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.PERPLEXUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.RUFOCINCTUS,,,,120,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.TERNARIUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.TERRICOLA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,B.VAGANS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.AMERICANA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.ANDRENOIDES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.CALCARATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.CAMPANULARUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.DUPLA,,,,6,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.MIKMAQUI,,,,4,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.OCTODENTATA,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.PHILADELPHI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.PORTERAE,,,,5,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.RAPUNCULI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,C.SIMULANS,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,E.SCUTELARIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.AFFINIS,,,,100,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.ANNULATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.ANTHOCOPOIDES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.BASALIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.CALLIOPSIDIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.CARINATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.COMMUNIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.CONFUSUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.HYALINATUS,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.LEAVITTI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.LEPTOCEPHALUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.LIGATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.MESILLAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.MODESTUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.NELUMBONIS,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.PILOSIFRONS,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.PRODUCTA,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.PUNCTATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.RUBICUNDUS,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,H.SPOLIATA,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ABANCI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ASTERIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ATHABACENSE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.BIRKMANNI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.CEPHALOTES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.CINCTIPES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.COERULUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.COMAGENENSE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.CORIACEUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.CRESSONII,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.DREISBACHI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.EPHIALTUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.FOXII,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.HETEROGNATUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.HITCHENSI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.IMITATUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.INCONDIDUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ISAWZUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.LAEVISSIMUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.LEUCOCOMUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.LEUCOZONIUM,,,,16,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.LINEATULUM,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.MACOUPINENSIS,,,,3,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.MICHIGANENSIS,,,,2,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.NIGROVIRIDE,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.OBLONGUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.OENOTHARAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.PARADMIRANTUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.PERPUNCTATUM,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.PILOSUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.PLANATUM,,,,1,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.QUEBECENSIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.SAGAX,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.SMILACINAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.SUBVERSANS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.TAYLOREA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.TEGULAREA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.TENAX,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.TRIGEMINUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.VERSANS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.VERSATUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.VIRIDATUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ZEPHYRUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,L.ZONULUM,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.BREVIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.CAMPANULAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.CENTUNCULARIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.DESPONSA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.DRURIELLA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.FRIGIDA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.GEMULA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.ILLATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.INERMIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.LAPPONICA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.LATIMANUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.MELANOPHAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.MENDICA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.NUDA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.PUGNATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.RELATIVA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.ROTUNDATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.SUBILLATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.TEXANA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,M.TRINODIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.BETHUNEI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.CRESSONII,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.DENTICULATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.LUTHEOLOIDES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.MACULATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.PARVA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.PYGMAEA,,,,8,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,N.VICINA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.ALBIVENTRIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.ATRIVENTRIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.BUCEPHALA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.CAERULESCENS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.CONJUNCTA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.LIGNARIA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.PUMILA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.SIMILLIMA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.TAURUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,O.TERSULA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.ANDRENOIDES,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.OCTOMACULATA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.PARVUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.PRUINOSA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,P.RUDBECKIAE,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CAROLINUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CLEMATIDIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CONFERTUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.CRESSONI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.DICHROUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.MANDIBULARIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.RANUNCULI,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,S.SOLONIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.OBLITERATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.PECTORALIS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,T.REGIMENATUS,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,X.VIRGINIANA,,,,,7514,,,,,
1198,,JRE,plants,2013,green,urban,public/community gardens,,,,,,,,7514,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ALGIDA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ALLEGHANIENSIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ASTERIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.AURATA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.BISALICIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.BREVIPALPIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CARLINI,,,,2,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CEANOTHI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CHROMOTRICHA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CLARKELLA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.COMMODA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CRATAGEI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.CRESSONII,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.DISTANS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.DUNNINGI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ERIGENIAE*,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ERYTHROGASTER,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ERYTHRONII,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.FLORENTINUM,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.FORBESI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.FRAGILIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.FRIGIDA*,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.GERANII,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.HIPPOTES,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.HIRTICINCTA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.IMITATRIX,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.INTEGRA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.MANDIBULARIS*,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.MANICATUM,,,,1,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.METALLICA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.MILWAUKIENSIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.MISERABILIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.MORISONELLA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.NASSONI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.NIGRAE,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.NIVALIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.NUBECULA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.OBLONGATUM,,,,1,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.PERPLEXA*,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.PERSIMULATA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.PLATYPARIA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.PURA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.REGULARIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ROBERTSONI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.RUFOSIGNATA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.RUGOSA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.SIGMUNDI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.SIMPLEX,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.SPIREANA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.TERMINALIS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.TEXANA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.VICINA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.VIRESCENS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.WHEELERI,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.WILKELLA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.WSCRIPTA,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,A.ZIZIEA,,,,5,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,APIS.MELLIFERA,,,,2,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,B.BIMACULATUS,,,,,960,,,,,
1198,,JS,plants,2013,green,urban,public/community gardens,,,B.BOREALIS,,,,,960,,,,,
