Study,City,SiteID,Taxa,Year,Infrastructure,Habitat,GI.type,Family,Genus,Species,Status,Estimate,Stat,Value,GI.area.mean (m2),GI.height (m),Rep,pH,Salinity,depth (m)
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,hypnorum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,lapidarius,,abundance,count,22,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,lucorum,,abundance,count,6,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,pascuorum,,abundance,count,4,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,pratorum,,abundance,count,3,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,ruderatus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,rupestris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,sylvestris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,terrestris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Bombus,vestalis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Buddleja,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Calendula,officinalis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Calystegia,sepium,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Campanula,persicifolia,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Capsella,bursa-pastoris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cardamine,pratensis,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cardamine,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Centaurea,nigra,,abundance,count,1000,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cerastium,fontanum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Chalcosyrphus,nemorum,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosa,impressa,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosia,albitarsis,,abundance,count,4,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosia,antiqua,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosia,illustrata,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosia,lasiopa,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cheilosia,soror,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Chelidonium,majus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Chelostoma,florisomne,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Choisya,ternata,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Chrysogaster,solstitialis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Circaea,lutetiana,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cirsium,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Claytonia,sibirica,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Coelioxys,inermis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Colletes,daviesanus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Convolvulus,arvensis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cornus,sanguinea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Cotoneaster,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Crataegus,monogyna,,abundance,count,5,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Dasysyrphus,albostriatus,,abundance,count,5,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Dasysyrphus,venustus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Dianthus,barbatus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Dianthus,plumarius,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Digitalis,purpurea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Epistrophe,eligans,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Episyrphus,balteatus,,abundance,count,28,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Erica,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eristalis,arbustorum,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eristalis,pertinax,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eristalis,tenax,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Erysimum,cheiri,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eucalyptus,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eumerus,funeralis,,abundance,count,3,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eupeodes,corollae,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eupeodes,latifasciatus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Eupeodes,luniger,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Euphorbia,helioscopia,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ferdinandea,cuprea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Fuchsia,magellanica,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Galium,aparine,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Galium,verum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Geranium,cult.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Geranium,robertianum,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Geranium,ssp.,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Glechoma,hederacea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Halictus,rubicundus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Halictus,tumulorum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hebe,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Helichrysum,spp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Helophilus,hybridus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Helophilus,pendulus,,abundance,count,9,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Heringia,brevidens,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hieracium,spp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hosta,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hyacinthoides,non-scripta,,abundance,count,1000,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hylaeus,communis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hylaeus,hyalinatus,,abundance,count,2,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hypericum,calycinum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Hypericum,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Iberis,sempervirens,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ilex,aquifolium,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Inula,ssp.,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Itea,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Laburnum,anagyroids,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lamium,album,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lamium,purpureum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lapsana,communis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Large,Onograceae,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lasioglossum,albipes,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lasioglossum,calceatum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lasioglossum,leucopus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lasioglossum,smeathmanellum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lasioglossum,villosulum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lathyrus,pratensis,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lavandula,angustifolia,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Leontodon,spp.,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Leucanthemum,vulgare,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ligustrum,ovalifolium,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lilium,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Liriodendron,tulipifera,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lonicera,periclymenum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lotus,corniculatus,,abundance,count,1000,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lychnis,coronaria,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Lysimachia,nemorum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Magnolia,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Malus,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Malva,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Meconopsis,cambrica,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Medicago,lupulina,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Megachile,centuncularis,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Megachile,ligniseca,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Melangyna,umbellatarum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Melanogaster,hirtella,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Melanostoma,mellinum,,abundance,count,21,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Melanostoma,scalare,,abundance,count,5,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Meliscaeva,auricollis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Melitta,haemorrhoidalis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Mentha,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Merodon,equestris,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Muscari,neglectum,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Myathropa,florea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Myosotis,arvensis,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Narcissus,ssp.,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Neoascia,podagrica,,abundance,count,11,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nigella,damascena,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,fabriciana,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,flava,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,flavoguttata,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,goodeniana,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,marshamella,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,panzeri,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Nomada,ruficornis,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Olearia,x,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Orchis,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Osmia,caerulescens,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Osmia,leaiana,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Osmia,rufa,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Oxalis,articulata,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Pansy,cult.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Papaver,spp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Parasyrphus,nigritarsis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Pelargonium,tomentosum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Petunia,cult.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Phygelius,capensis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Pilosella,aurantiaca,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,plant,abundance,,abundance,count,6590,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,plant,richness,,abundance,count,46,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Platycheirus,scutatus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Platycherius,albimanus,,abundance,count,3,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Platycherius,clypteatus,,abundance,count,2,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Platycherius,granditarsis,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Portevinia,maculata,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Potentilla,sterilis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Primula,cult.,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Primula,veris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Primula,vulgaris,,abundance,count,1000,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Prunella,vulgaris,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Prunus,cult.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Prunus,laurocerasus,,abundance,count,4,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Prunus,spinosa,,abundance,count,5,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Prunus,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Pseudofumaria,lutea,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Pulmonaria,officinalis,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ranunculus,acris,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ranunculus,auricomus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ranunculus,ficaria,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rhinanthus,minor,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rhingia,campestris,,abundance,count,2,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rhododendron,ponticum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Ribes,sanguineum,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Riponnensia,splendens,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rosa,rugosa,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rosa,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rosmarinus,officinalis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Rubus,fructicosus,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Salix,ssp.,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sambucas,nigra,,abundance,count,2,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Scaeva,pyrastri,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sedum,album,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sedum,rupestre,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sedum,spectabile,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sedum,ssp.,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sedum,telephium,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Senecio,squalidus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Senecio,jacobaea,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Senecio,vulgaris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Silene,dioica,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Small,Onograceae,,abundance,count,10,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sonchus,asper,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sonchus,oleraceus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sorbus,aria,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sorbus,aucuparia,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sorbus,torminalis,,abundance,count,1,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sphaerophoria,scripta,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sphecodes,ephippius,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Sphecodes,ferruginatus,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Spiraea,salicifolia,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Spiraea,ssp.,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Stachys,officinalis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Stellaria,holostea,,abundance,count,100,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Stellaria,media,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Symphytum,x,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Syringa,vulgaris,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Syritta,pipiens,,abundance,count,7,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Syrphus,ribesii,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Syrphus,vitripennis,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Tagetes,spp,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Tanacetum,parthenium,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Tanacetum,vulgare,,abundance,count,0,,,,,,
1062,Birmingham,"St Patrick's, Earlswood",plants,,green,rural,public/community gardens,,Taraxacum,agg.,,abundance,count,100,,,,,,
