SiteID,Date,Species,Green/Convntional,Count,Site,RoofType,Size,Elevation,Genus,Species
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,CORA,Green,1,Grand Street,green,550,20.5,Corvus,corax
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,CORA,Green,1,Grand Street,green,550,20.5,Corvus,corax
GSG,25/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,CORA,Green,1,Grand Street,green,550,20.5,Corvus,corax
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,ROPI,Green,1,Grand Street,green,550,20.5,Columba,livia
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,25/05/2011,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,NOCA,Green,1,Grand Street,green,550,20.5,Cardinalis,cardinalis
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,25/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,25/05/2011,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2011,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,25/05/2011,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,15/05/2012,BLJA,Green,1,Grand Street,green,550,20.5,Cyanocitta,cristata
GSG,15/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,15/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,15/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,HOWR,Green,1,Grand Street,green,550,20.5,Troglodytes,aedon
GSG,18/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,18/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,09/05/2012,GRCA,Green,1,Grand Street,green,550,20.5,Dumetella,carolinensis
GSG,09/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,09/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,09/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,11/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,11/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,11/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,11/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,11/05/2012,CORA,Green,1,Grand Street,green,550,20.5,Corvus,corax
GSG,11/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,11/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,12/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,12/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,12/05/2012,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,12/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,12/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,12/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,13/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,13/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,13/05/2012,TUTI,Green,1,Grand Street,green,550,20.5,Baeolophus,bicolor
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,13/05/2012,BLJA,Green,1,Grand Street,green,550,20.5,Cyanocitta,cristata
GSG,13/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,13/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,14/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,14/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,14/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,14/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,14/05/2012,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,14/05/2012,PEFA,Green,1,Grand Street,green,550,20.5,Falco,peregrinus
GSG,15/05/2012,PEFA,Green,1,Grand Street,green,550,20.5,Falco,peregrinus
GSG,15/05/2012,BLJA,Green,1,Grand Street,green,550,20.5,Cyanocitta,cristata
GSG,15/05/2012,MAWA,Green,1,Grand Street,green,550,20.5,Setophaga,magnolia
GSG,15/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,15/05/2012,AMCR,Green,1,Grand Street,green,550,20.5,Corvus,brachyrhynchos
GSG,15/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,15/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,15/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,15/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,16/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,16/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,16/05/2012,BAWW,Green,1,Grand Street,green,550,20.5,Mniotilta,varia
GSG,16/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,16/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,17/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,17/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,17/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,17/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,17/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,17/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,18/05/2012,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,18/05/2012,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,18/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,18/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,18/05/2012,MODO,Green,1,Grand Street,green,550,20.5,Zenaida,macroura
GSG,18/05/2012,AMKE ,Green,1,Grand Street,green,550,20.5,Falco,sparverius
GSG,18/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,18/05/2012,UID,Green,1,Grand Street,green,550,20.5,unknown,unknown
GSG,24/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,HOFI,Green,1,Grand Street,green,550,20.5,Haemorhous,mexicanus
GSG,24/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,24/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,24/05/2012,AMGO,Green,1,Grand Street,green,550,20.5,Spinus,tristis
GSG,24/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,25/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,25/05/2012,HERG,Green,1,Grand Street,green,550,20.5,Larus,argentatus
GSG,26/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,26/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,26/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,26/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,26/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,26/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,27/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,27/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,27/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,28/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,28/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,28/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,29/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,29/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,29/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,29/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,30/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,31/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,31/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,31/05/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,31/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,31/05/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,31/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,31/05/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/06/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/06/2012,CHSW,Green,1,Grand Street,green,550,20.5,Chaetura,pelagica
GSG,01/06/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,01/06/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSG,01/06/2012,EUST,Green,1,Grand Street,green,550,20.5,Sturnus,vulgaris
GSG,01/06/2012,NOMO,Green,1,Grand Street,green,550,20.5,Mimus,polyglottos
GSC,28/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,28/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,28/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,28/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,28/04/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,28/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,28/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,28/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,29/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,29/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,29/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/04/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,30/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,30/04/2011,LAGU,Conventional,1,Grand Street,conventional,400,20.5,Leucophaeus,atricilla
GSC,30/04/2011,ROPI,Conventional,1,Grand Street,conventional,400,20.5,Columba,livia
GSC,01/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,01/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,01/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,01/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,01/05/2011,ROPI,Conventional,1,Grand Street,conventional,400,20.5,Columba,livia
GSC,02/05/2011,MODO,Conventional,1,Grand Street,conventional,400,20.5,Zenaida,macroura
GSC,02/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,02/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,07/05/2011,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,07/05/2011,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,07/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,07/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,07/05/2011,MODO,Conventional,1,Grand Street,conventional,400,20.5,Zenaida,macroura
GSC,07/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,08/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,08/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,08/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,19/05/2011,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,19/05/2011,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,19/05/2011,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,19/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,19/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,19/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,19/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,14/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,14/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,14/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,14/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,14/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,14/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,14/05/2011,MODO,Conventional,1,Grand Street,conventional,400,20.5,Zenaida,macroura
GSC,14/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,14/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,14/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,20/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,20/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,20/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,20/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,20/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,20/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,23/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,23/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,23/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,23/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,23/05/2011,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,23/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,24/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,24/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,24/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,24/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,24/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,25/05/2011,CHSW,Conventional,1,Grand Street,conventional,400,20.5,Chaetura,pelagica
GSC,23/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,23/05/2012,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,24/05/2012,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,24/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,24/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2012,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,25/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,25/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,26/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,26/05/2012,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,26/05/2012,HERG,Conventional,1,Grand Street,conventional,400,20.5,Larus,argentatus
GSC,26/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,27/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,27/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,27/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,27/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,28/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,29/05/2012,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,29/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,29/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,29/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/05/2012,EUST,Conventional,1,Grand Street,conventional,400,20.5,Sturnus,vulgaris
GSC,30/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,30/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,31/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
GSC,31/05/2012,NOMO,Conventional,1,Grand Street,conventional,400,20.5,Mimus,polyglottos
BXC,02/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,02/05/2011,MODO,Conventional,1,Courthouse,green,900,49.5,Zenaida,macroura
BXC,02/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,02/05/2011,MODO,Conventional,1,Courthouse,green,900,49.5,Zenaida,macroura
BXC,01/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,01/05/2011,AMRO,Conventional,1,Courthouse,green,900,49.5,Turdus,migratorius
BXC,30/04/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,30/04/2011,HOFI,Conventional,1,Courthouse,green,900,49.5,Haemorhous,mexicanus
BXC,30/04/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,11/05/2011,MODO,Conventional,1,Courthouse,green,900,49.5,Zenaida,macroura
BXC,11/05/2011,LAGU,Conventional,1,Courthouse,green,900,49.5,Leucophaeus,atricilla
BXC,11/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,12/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
BXC,12/05/2011,AMKE ,Conventional,1,Courthouse,green,900,49.5,Falco,sparverius
BXC,12/05/2011,EUST,Conventional,1,Courthouse,green,900,49.5,Sturnus,vulgaris
