227,R,,,,,NY,R_NY,WW_service,7,41982,1,13.5,5.2,70.2,pieced,42101,1,126,119,17,46,42115,140,133,14,40,7,1760
228,R,,,,,NY,R_NY,WW_service,9,41984,1,15,4.3,64.5,whole,42101,1,126,117,23,60,42125,150,141,24,35,10,3210
229,R,,,,,NY,R_NY,WW_service,5,41980,1,16.5,4.3,70.95,whole,42090,1,115,110,23,50,42101,126,121,11,31,12,2300
301,R,,,,,blt,R_blt,Aberdeen,5,41980,1,14.5,3.2,46.4,pieced,42115,1,140,135,15,44,42125,150,145,10,28,8,1580
302,R,,,,,blt,R_blt,Aberdeen,5,41980,1,18.5,3.5,64.75,pieced,42111,1,136,131,18,60,42118,143,138,7,29,9,1810
303,R,,,,,blt,R_blt,Aberdeen,7,41982,1,17,4.5,76.5,pieced,42104,1,129,122,18,50,42111,136,129,7,26,12,2240
304,R,,,,,blt,R_blt,Springfield,5,41980,1,16.5,3.8,62.7,pieced,42118,1,143,138,16,48,42139,164,159,21,39,9,1020
305,R,,,,,blt,R_blt,Springfield,5,41980,1,12,2.8,33.6,pieced,42122,1,147,142,18,66,42139,164,159,17,30,12,830
306,R,,,,,blt,R_blt,oregon park,5,41980,1,11,2.6,28.6,pieced,42132,1,157,152,15,,42136,161,156,4,18,8,660
307,R,,,,,blt,R_blt,greenbelt,13,41988,1,15,5.5,82.5,pieced,42104,1,129,116,15,50,42111,136,123,7,28,7,810
308,R,,,,,blt,R_blt,greenbelt,5,41980,1,11.5,2.5,28.75,pieced,42104,1,129,124,14,56,42111,136,131,7,22,7,1460
309,R,,,,,blt,R_blt,greenbelt,5,41980,1,15,3.2,48,pieced,42108,1,133,128,15,44,42115,140,135,7,28,6,1040
310,R,,,,,blt,R_blt,greenbelt,5,41980,1,17,5.2,88.4,pieced,42097,1,122,117,27,60,42108,133,128,11,23,11,1540
311,R,,,,,blt,R_blt,greenbelt,,,0,,,,,,0,,,,,,,,,,,
312,R,,,,,blt,R_blt,greenbelt,7,41982,1,18.5,4.1,75.85,pieced,42108,1,133,126,22,52,42115,140,133,7,30,8,2000
313,R,,,,,blt,R_blt,greenbelt,5,41980,1,16.5,4.2,69.3,pieced,42111,1,136,131,13,66,42125,150,145,14,25,8,1000
314,R,,,,,blt,R_blt,greenbelt,9,41984,1,20,5.2,104,pieced,42108,1,133,124,16,44,42125,150,141,17,30,9,1850
315,R,,,,,blt,R_blt,greenbelt,23,41998,1,14,2,28,pieced,,0,,,,,,,,,,,
316,R,,,,,blt,R_blt,greenbelt,9,41984,1,19,7,133,pieced,42111,1,136,127,16,62,42125,150,141,14,30,8,470
317,R,,,,,blt,R_blt,greenbelt,,,1,12,3.2,38.4,pieced,,1,,,15,70,42150,175,,,18,10,1000
318,R,,,,,blt,R_blt,greenbelt,9,41984,1,12.5,3,37.5,pieced,42118,1,143,134,21,70,42136,161,152,18,35,9,640
319,R,,,,,blt,R_blt,greenbelt,5,41980,1,11.5,4.2,48.3,pieced,42044,1,69,64,11.5,17,42087,112,107,43,48,14,2390
320,R,,,,,blt,R_blt,greenbelt,20,41995,1,11.5,1.5,17.25,pieced,,1,,,,,42150,175,,,17,8,770
321,U,,,,,blt,U_blt,Clinton,5,41980,1,17.5,6,105,whole,42097,1,122,117,22.5,60,42139,164,159,42,38,9,3330
322,U,,,,,blt,U_blt,Clinton,5,41980,1,16.5,4.3,70.95,whole,42080,1,105,100,19.5,28,42122,147,142,42,50,11,1820
323,U,,,,,blt,U_blt,Clinton,5,41980,1,14,4.8,67.2,whole,42094,1,119,114,25,46,42132,157,152,38,55,5,2300
324,U,,,,,blt,U_blt,Clinton,5,41980,1,17,6,102,whole,42076,1,101,96,14.5,28,42125,150,145,49,66,8,1060
325,U,,,,,blt,U_blt,Clinton,16,41991,1,17,4.6,78.2,whole,42090,1,115,99,13,30,42129,154,138,39,59,12,1100
326,U,,,,,blt,U_blt,Clinton,5,41980,1,17,3,51,whole,42087,1,112,107,17,50,42132,157,152,45,49,11,2170
333,U,,,,,blt,U_blt,Druid Hill,5,41980,1,8,3.8,30.4,pieced,,1,,,,,42139,164,159,159,23,6,490
334,U,,,,,blt,U_blt,Druid Hill,13,41988,1,11.5,3,34.5,pieced,42129,1,154,141,18,60,42139,164,151,10,29,7,810
335,U,,,,,blt,U_blt,Druid Hill,5,41980,1,12,2,24,pieced,42136,1,161,156,15,,42146,171,166,10,24,6,620
336,U,,,,,blt,U_blt,Druid Hill,56,42031,1,6,3,18,whole,,0,,,,,,,,,22,6,350
337,U,,,,,blt,U_blt,Druid Hill,5,41980,1,10.5,2.5,26.25,pieced,42136,1,161,156,14,,42146,171,166,10,21,5,610
338,U,,,,,blt,U_blt,Druid Hill,5,41980,1,14,3.5,49,pieced,42136,1,161,156,19,,,,,,,,
342,U,,,,,blt,U_blt,Patterson Park,5,41980,1,16.5,3.8,62.7,pieced,42090,1,115,110,15,30,42115,140,135,25,49,10,1610
343,U,,,,,blt,U_blt,Patterson Park,5,41980,1,14.5,3.5,50.75,pieced,42083,1,108,103,19.5,34,42108,133,128,25,51,8,2340
344,U,,,,,blt,U_blt,Patterson Park,56,42031,1,11,3.8,41.8,whole,42122,1,147,91,18.5,40,42139,164,108,17,28,7,590
345,U,,,,,blt,U_blt,Patterson Park,5,41980,1,14,3.5,49,pieced,42097,1,122,117,18,40,42122,147,142,25,60,13,2550
346,U,,,,,blt,U_blt,Patterson Park,5,41980,1,20,4.6,92,pieced,42094,1,119,114,18,44,42132,157,152,38,55,8,2040
347,U,,,,,blt,U_blt,Patterson Park,16,41991,1,11,5,55,whole,42111,1,136,120,30,26,42132,157,141,21,59,12,850
350,U,,,,,blt,U_blt,urban2,7,41982,1,14.5,4.5,65.25,pieced,42108,1,133,126,16,50,42129,154,147,21,50,11,1870
351,U,,,,,blt,U_blt,urban2,5,41980,1,,,,,42136,1,161,156,11,,,,,,33,5,140
352,U,,,,,blt,U_blt,urban2,5,41980,1,16,5.8,92.8,pieced,42118,1,143,138,17,44,42139,164,159,21,50,7,330
353,U,,,,,blt,U_blt,urban2,,,0,,,,,,0,,,,,,,,,,,
354,U,,,,,blt,U_blt,urban2,5,41980,1,16,5.5,88,pieced,42087,1,112,107,25,48,42118,143,138,31,60,10,3400
355,U,,,,,blt,U_blt,urban2,7,41982,1,15,3.3,49.5,pieced,42087,1,112,105,22,44,42111,136,129,24,43,14,2770
359,U,,,,,blt,U_blt,Gay_Ellsworth,5,41980,1,13.5,4,54,pieced,42111,1,136,131,12,30,42132,157,152,21,40,6,470
360,U,,,,,blt,U_blt,Gay_Ellsworth,7,41982,1,17,4.8,81.6,pieced,42101,1,126,119,17.5,40,42111,136,129,10,40,6,1500
361,U,,,,,blt,U_blt,Gay_Ellsworth,5,41980,1,19,4.2,79.8,pieced,,0,,,,,,,,,,,
362,U,,,,,blt,U_blt,Gay_Ellsworth,89,42064,1,,,,,42132,1, ,68,17,16,42150,175,86,18,30,6,340
363,U,,,,,blt,U_blt,Gay_Ellsworth,5,41980,1,16,4.5,72,pieced,42111,1,136,131,14,24,42125,150,145,14,40,6,540
364,U,,,,,blt,U_blt,Jannery,5,41980,1,15,4.7,70.5,whole,42108,1,133,128,14,30,42129,154,149,21,64,18,1840
365,U,,,,,blt,U_blt,Jannery,,,0,,,,,,0,,,,,,,,,,,
366,U,,,,,blt,U_blt,Jannery,5,41980,1,10.5,3.4,35.7,whole,42101,1,126,121,13,40,42125,150,145,24,67,12,1440
367,U,,,,,blt,U_blt,Jannery,5,41980,1,16,5.5,88,whole,42111,1,136,131,14,31,42136,161,156,25,59,6,570
368,U,,,,,blt,U_blt,Jannery,5,41980,1,16.5,5,82.5,whole,42104,1,129,124,13,50,42122,147,142,18,56,20,3040
369,U,,,,,blt,U_blt,Jannery,13,41988,1,18.5,7,129.5,whole,42101,1,126,113,19,50,42132,157,144,31,50,10,2010
401,U,1,0,0,1,Detroit,U_Detroit,Greenfield Rd,23,41998,1,12.5,6,75,whole,42097,1,122,99,19,42,42136,161,138,39,60,12,2300
402,U,1,0,0,1,Detroit,U_Detroit,Greenfield Rd,5,41980,1,10.5,3.5,36.75,pieced,42101,1,126,121,15,32,42122,147,142,21,60,9,2130
403,U,0,0,1,3,Detroit,U_Detroit,Greenfield Rd,5,41980,1,11.5,1,11.5,pieced,42118,1,143,138,19,66,,,,,54,5,1860
404,U,1,0,0,1,Detroit,U_Detroit,Greenfield Rd,5,41980,1,,,,whole,,0,,,,,,,,,,,
405,U,,,,,Detroit,U_Detroit,Greenfield Rd,9,41984,1,16.5,5.5,90.75,pieced,42097,1,122,113,18,36,42132,157,148,35,72,13,2660
406,U,,,,,Detroit,U_Detroit,Greenfield Rd,16,41991,1,16,5.4,86.4,pieced,42101,1,126,110,18,60,42132,157,141,31,83,13,2780
414,U,1,0,0,1,Detroit,U_Detroit,Farmer_Bates,5,41980,1,15.5,4.5,69.75,whole,42097,1,122,117,13,40,42125,150,145,28,74,12,1620
415,U,1,0,0,1,Detroit,U_Detroit,Farmer_Bates,5,41980,1,13,3.8,49.4,whole,42094,1,119,114,19,50,42132,157,152,38,50,8,1760
416,U,,,,,Detroit,U_Detroit,Farmer_Bates,5,41980,1,17,3.9,66.3,whole,42090,1,115,110,15,44,42122,147,142,32,70,14,1790
417,U,1,0,0,1,Detroit,U_Detroit,Farmer_Bates,5,41980,1,15,6.4,96,whole,42090,1,115,110,16,48,42132,157,152,42,59,15,2330
418,U,,,,,Detroit,U_Detroit,Farmer_Bates,7,41982,1,18,6.6,118.8,whole,42097,1,122,115,10,42,42132,157,150,35,63,12,1260
419,U,,,,,Detroit,U_Detroit,Farmer_Bates,9,41984,1,16.5,3.2,52.8,whole,42087,1,112,103,14.5,46,42132,157,148,45,52,8,1640
433,U,1,0,0,1,Detroit,U_Detroit,urban1,5,41980,1,16,4.4,70.4,whole,42083,1,108,103,17,44,42122,147,142,39,63,8,1680
434,U,1,0,0,1,Detroit,U_Detroit,urban1,,,0,,,,,,0,,,,,,,,,,,
435,U,,,,,Detroit,U_Detroit,urban1,,,0,,,,,,0,,,,,,,,,,,
438,U,,,,,Detroit,U_Detroit,urban1,13,41988,1,19,5.2,98.8,whole,42087,1,112,99,18,36,42129,154,141,42,63,8,2770
439,U,,,,,Detroit,U_Detroit,urban1,5,41980,1,11,1,11,pieced,42111,1,136,131,14,60,42146,171,166,35,36,5,500
440,U,0.032,0,0.968,3,Detroit,U_Detroit,urban1,5,41980,1,10.5,2,21,pieced,42115,1,140,135,16,60,,,,,35,9,550
448,U,0,0,1,3,Detroit,U_Detroit,Hayloft,5,41980,1,12,1,12,pieced,42125,1,150,145,13,70,42142,167,162,17,31,14,1080
449,U,0,0,1,3,Detroit,U_Detroit,Hayloft,5,41980,1,10.5,2,21,pieced,42115,1,140,135,14,,,,,,,,
450,U,0,0,1,3,Detroit,U_Detroit,Hayloft,5,41980,1,14,2.8,39.2,pieced,42122,1,147,142,,,,,,,35,10,1030
451,U,,,,,Detroit,U_Detroit,Hayloft,5,41980,1,17,6.6,112.2,whole,42094,1,119,114,14,34,42122,147,142,28,78,12,1400
452,U,,,,,Detroit,U_Detroit,Hayloft,23,41998,1,19.5,9,175.5,whole,42101,1,126,103,15,44,42129,154,131,28,75,10,1000
453,U,,,,,Detroit,U_Detroit,Hayloft,7,41982,1,10.5,2.2,23.1,whole,42090,1,115,108,13,30,42125,150,143,35,54,7,2000
454,U,,,,,Detroit,U_Detroit,Casa Avery,5,41980,1,15,4.4,66,pieced,42101,1,126,121,16.5,46,42129,154,149,28,80,16,2340
455,U,,,,,Detroit,U_Detroit,Casa Avery,5,41980,1,19.5,5,97.5,pieced,42094,1,119,114,16,44,42132,157,152,38,60,9,2000
456,U,,,,,Detroit,U_Detroit,Casa Avery,5,41980,1,15,6.6,99,pieced,42108,1,133,128,15,48,42132,157,152,24,88,10,1810
457,U,,,,,Detroit,U_Detroit,Casa Avery,5,41980,1,17,4,68,pieced,42087,1,112,107,14,40,42122,147,142,35,45,10,1250
458,U,1,0,0,1,Detroit,U_Detroit,Casa Avery,5,41980,1,16,4.2,67.2,pieced,42097,1,122,117,17,48,42136,161,156,39,47,7,1810
459,U,1,0,0,1,Detroit,U_Detroit,Casa Avery,5,41980,1,12.5,2.6,32.5,pieced,42101,1,126,121,15,62,42125,150,145,24,76,13,1630
463,R,0,1,0,2,Detroit,R_Detroit,Rochester Hills,5,41980,1,11,1,11,pieced,42118,1,143,138,14,70,42150,175,170,32,37,2,550
464,R,,,,,Detroit,R_Detroit,Rochester Hills,5,41980,1,7.5,1,7.5,pieced,42111,1,136,131,17,66,,,,,36,3,890
465,R,0,1,0,2,Detroit,R_Detroit,Rochester Hills,5,41980,1,15.5,3,46.5,pieced,42115,1,140,135,18,60,42146,171,166,31,46,5,850
466,R,0,1,0,2,Detroit,R_Detroit,Rochester Hills,13,41988,1,17,1.5,25.5,pieced,42115,1,140,127,16,60,42146,171,158,31,54,4,700
467,R,,,,,Detroit,R_Detroit,Rochester Hills,20,41995,1,15,3.3,49.5,pieced,42115,1,140,120,14,70,42132,157,137,17,43,5,
468,R,0,1,0,2,Detroit,R_Detroit,Rochester Hills,5,41980,1,12.5,2.5,31.25,pieced,42115,1,140,135,16,66,42132,157,152,17,47,,1180
469,R,0,0,1,3,Detroit,R_Detroit,Milton,5,41980,1,12.5,1,12.5,pieced,42108,1,133,128,14,,42125,150,145,17,60,10,1500
470,R,0,0,1,3,Detroit,R_Detroit,Milton,23,41998,1,13.5,5,67.5,pieced,42115,1,140,117,18,56,,,,,24,5,470
471,R,0,0,1,3,Detroit,R_Detroit,Milton,5,41980,1,12,2.4,28.8,pieced,42115,1,140,135,20,66,,,,,57,11,1100
472,R,0,0,1,3,Detroit,R_Detroit,Milton,5,41980,1,11,1,11,pieced,42101,1,126,121,10.5,64,42125,150,145,24,54,5,400
473,R,1,0,0,1,Detroit,R_Detroit,Milton,13,41988,1,16,5.6,89.6,whole,42101,1,126,113,22,52,42122,147,134,21,63,14,2980
474,R,1,0,0,1,Detroit,R_Detroit,Milton,,,0,,,,,,0,,,,,,,,,,,
475,R,1,0,0,1,Detroit,R_Detroit,Milton,,,0,,,,,,0,,,,,,,,,,,
476,R,0,0,1,3,Detroit,R_Detroit,Milton,5,41980,1,11,2.8,30.8,pieced,42097,1,122,117,9,60,42125,150,145,28,,,
477,R,0,0,1,3,Detroit,R_Detroit,Milton,5,41980,1,14,8,112,pieced,42104,1,129,124,13,60,,,,,,,
501,U,1,0,0,1,chi,U_chi,Logandale,5,41980,1,14.5,3.6,52.2,pieced,42108,1,133,128,17,42,42125,150,145,17,75,8,2610
502,U,,,,,chi,U_chi,Logandale,5,41980,1,15.5,2.8,43.4,pieced,42101,1,126,121,18,48,42122,147,142,21,75,10,2440
503,U,1,0,0,1,chi,U_chi,Logandale,7,41982,1,19,4.1,77.9,pieced,42090,1,115,108,17,50,42118,143,136,28,76,8,3370
504,U,1,0,0,1,chi,U_chi,Logandale,16,41991,1,19,3,57,pieced,42097,1,122,106,14,62,42132,157,141,35,70,9,2350
505,U,,,,,chi,U_chi,Logandale,7,41982,1,16.5,3,49.5,pieced,42097,1,122,115,13,44,42115,140,133,18,74,7,2400
506,U,,,,,chi,U_chi,Logandale,23,41998,1,18.5,7.2,133.2,pieced,42108,1,133,110,25,64,42139,164,141,31,80,4,3050
507,U,,,,,chi,U_chi,Logandale,9,41984,1,20,5,100,pieced,42101,1,126,117,18,54,42125,150,141,24,73,8,2100
513,U,1,0,0,1,chi,U_chi,Irving Park,,,0,,,,,,0,,,,,,,,,,,
514,U,1,0,0,1,chi,U_chi,Irving Park,7,41982,1,20.5,6.4,131.2,pieced,42101,1,126,119,17,28,42129,154,147,28,65,9,860
515,U,,,,,chi,U_chi,Irving Park,,,0,,,,,,0,,,,,,,,,,,
516,U,,,,,chi,U_chi,Irving Park,,,0,,,,,,0,,,,,,,,,,,
517,U,,,,,chi,U_chi,Irving Park,56,42031,1,6.5,3.5,22.75,whole,42118,1,143,87,22,22,42139,164,108,21,60,8,620
518,U,,,,,chi,U_chi,Irving Park,,,0,,,,,,0,,,,,,,,,,,
519,U,,,,,chi,U_chi,Irving Park,,,0,,,,,,0,,,,,,,,,,,
521,U,,,,,chi,U_chi,Irving Park_Taft,5,41980,1,15,3.6,54,pieced,42080,1,105,100,16,30,42122,147,142,42,59,10,1470
522,U,,,,,chi,U_chi,Irving Park_Taft,5,41980,1,16.5,5.5,90.75,pieced,42090,1,115,110,20,46,42132,157,152,42,51,6,1360
523,U,1,0,0,1,chi,U_chi,Irving Park_Taft,5,41980,1,17.5,5.5,96.25,pieced,42080,1,105,100,23,34,42104,129,124,24,62,11,2350
524,U,0,1,0,2,chi,U_chi,Irving Park_Taft,9,41984,1,16.5,2.2,36.3,pieced,42111,1,136,127,16,60,42122,147,138,11,42,5,1400
525,U,0,1,0,2,chi,U_chi,Irving Park_Taft,9,41984,1,14.5,1,14.5,pieced,,1,,,,,42129,154,145,,38,,
526,U,0,1,0,2,chi,U_chi,Irving Park_Taft,5,41980,1,14,4.1,57.4,pieced,42087,1,112,107,17,58,42122,147,142,35,55,12,2160
527,U,0,1,0,2,chi,U_chi,Irving Park_Taft,5,41980,1,15.5,3,46.5,pieced,42101,1,126,121,12.5,70,42111,136,131,10,34,7,2930
532,U,1,0,0,1,chi,U_chi,Skylark Motel,5,41980,1,17.5,4.2,73.5,whole,42047,1,72,67,15.7,19,42101,126,121,54,52,15,1350
533,U,0.999,0,0,1,chi,U_chi,Skylark Motel,5,41980,1,16.5,5.5,90.75,pieced,42094,1,119,114,11.5,40,42118,143,138,24,72,,1850
534,U,0.999,0,0,1,chi,U_chi,Skylark Motel,23,41998,1,20.5,3.2,65.6,pieced,42115,1,140,117,,,42139,164,141,24,60,7,3500
535,U,,,,,chi,U_chi,Skylark Motel,5,41980,1,18,5,90,pieced,42087,1,112,107,22.5,45,42139,164,159,52,42,16,2400
536,U,1,0,0,1,chi,U_chi,Skylark Motel,7,41982,1,16.5,6.5,107.25,whole,42047,1,72,65,17,18,42108,133,126,61,50,9,1110
537,U,,,,,chi,U_chi,Skylark Motel,5,41980,1,14.5,5.8,84.1,whole,42083,1,108,103,24,26,42104,129,124,21,48,7,1360
538,U,,,,,chi,U_chi,Skylark Motel,9,41984,1,14.5,4.6,66.7,whole,42069,1,94,85,21,40,42101,126,117,32,32,13,1810
542,U,1,0,0,1,chi,U_chi,Wrigleyville,7,41982,1,11,3.2,35.2,pieced,42104,1,129,122,17,46,42125,150,143,21,78,12,1450
543,U,1,0,0,1,chi,U_chi,Wrigleyville,20,41995,1,18.5,5.9,109.15,pieced,42108,1,133,113,18,26,42136,161,141,28,72,8,400
544,U,0.86,0.14,0,1,chi,U_chi,Wrigleyville,23,41998,1,20,5,100,whole,42090,1,115,92,17,36,42122,147,124,32,63,16,2140
545,U,,,,,chi,U_chi,Wrigleyville,9,41984,1,,,,,,0,,,,,,,,,,,
546,U,,,,,chi,U_chi,Wrigleyville,9,41984,1,19,3.6,68.4,pieced,42087,1,112,103,16,44,42129,154,145,42,77,9,2600
547,U,,,,,chi,U_chi,Wrigleyville,23,41998,1,13,3,39,pieced,42101,1,126,103,14.5,44,42125,150,127,24,62,17,1940
548,U,,,,,chi,U_chi,Wrigleyville,56,42031,1,6,2.6,15.6,whole,42111,1,136,80,17,28,42136,161,105,25,60,12,740
553,U,,,,,chi,U_chi,Wrigleyville,23,41998,1,21,9.6,201.6,whole,42097,1,122,99,23,46,42129,154,131,32,68,12,2670
554,U,1,0,0,1,chi,U_chi,Wrigleyville,,,0,,,,,,0,,,,,,,,,60,,
557,R,0,0.999,0,2,chi,R_chi,Aurora,5,41980,1,18,2.5,45,pieced,42101,1,126,121,17,36,42108,133,128,7,41,5,2400
558,R,0,0.999,0.001,2,chi,R_chi,Huntley,9,41984,1,13,3.5,45.5,pieced,42118,1,143,134,18,,42125,150,141,7,40,11,940
559,R,0,0,1,3,chi,R_chi,Wadsworth,9,41984,1,12,2,24,pieced,42104,1,129,120,12,60,42146,171,162,42,50,4,1210
560,R,0,0,1,3,chi,R_chi,Wadsworth,5,41980,1,9,1,9,pieced,42104,1,129,124,12,66,42125,150,145,21,36,18,2000
561,R,,,,,chi,R_chi,Wadsworth,5,41980,1,11.5,1,11.5,pieced,42111,1,136,131,14,66,42136,161,156,25,49,,1310
562,R,0.001,0.049,0.95,3,chi,R_chi,Wadsworth,5,41980,1,10,2.5,25,pieced,42097,1,122,117,13,36,42122,147,142,25,51,21,1060
563,R,0,0,1,3,chi,R_chi,Wadsworth,5,41980,1,13.5,3,40.5,pieced,42111,1,136,131,18,66,42146,171,166,35,39,6,580
564,R,,,,,chi,R_chi,Wadsworth,5,41980,1,13,1,13,pieced,42111,1,136,131,13,60,42136,161,156,25,57,15,1500
565,R,1,0,0,1,chi,R_chi,Wadsworth,,,0,,,,,,0,,,,,,,,,,,
566,R,,,,,chi,R_chi,Wadsworth,5,41980,1,19.5,5.2,101.4,pieced,42097,1,122,117,18,24,42129,154,149,32,55,7,1650
567,R,,,,,chi,R_chi,Wadsworth,13,41988,1,18,4.6,82.8,pieced,42097,1,122,109,15,26,42125,150,137,28,75,10,1030
568,R,,,,,chi,R_chi,Wadsworth,,,0,,,,,,0,,,,,,,,,42,,
589,R,1,0,0,1,chi,R_chi,Petone,5,41980,1,13.5,6,81,pieced,42087,1,112,107,13.5,36,42115,140,135,28,61,9,2200
590,R,1,0,0,1,chi,R_chi,Petone,5,41980,1,15.5,4,62,pieced,42083,1,108,103,18,45,42132,157,152,49,60,11,2020
591,R,,,,,chi,R_chi,Petone,5,41980,1,16.5,3.2,52.8,pieced,42076,1,101,96,16,40,42115,140,135,39,63,8,2680
592,R,1,0,0,1,chi,R_chi,Petone,5,41980,1,17,3.8,64.6,pieced,42087,1,112,107,16,44,42111,136,131,24,62,9,2380
593,R,1,0,0,1,chi,R_chi,Petone,5,41980,1,15.5,6,93,pieced,42094,1,119,114,16,36,42118,143,138,24,60,13,2320
594,R,1,0,0,1,chi,R_chi,Petone,,,0,,,,,,0,,,,,,,,,,,
595,R,1,0,0,1,chi,R_chi,Petone,,,0,,,,,,0,,,,,,,,,,,
596,R,,,,,chi,R_chi,Petone,,,0,,,,,,0,,,,,,,,,,,
597,R,,,,,chi,R_chi,Petone,7,41982,1,16,4.6,73.6,pieced,42073,1,98,91,22,48,42122,147,140,49,58,15,2850
598,R,,,,,chi,R_chi,Petone,5,41980,1,15,6,90,pieced,42094,1,119,114,18,42,42122,147,142,28,70,15,2880
608,R,1,0,0,1,chi,R_chi,Joliet,5,41980,1,20,5,100,pieced,42097,1,122,117,20,42,42132,157,152,35,86,18,3410
609,R,0.71,0,0.29,1,chi,R_chi,Joliet,5,41980,1,15,5.2,78,pieced,42104,1,129,124,13,40,42136,161,156,32,87,9,1760
610,R,1,0,0,1,chi,R_chi,Joliet,5,41980,1,21.5,5.5,118.25,pieced,42097,1,122,117,20,38,42132,157,152,35,71,5,3260
611,R,,,,,chi,R_chi,Joliet,9,41984,1,15,5,75,pieced,42087,1,112,103,24,40,42132,157,148,45,51,11,1520
612,R,1,0,0,1,chi,R_chi,Joliet,5,41980,1,14.5,4,58,pieced,42108,1,133,128,19,62,42136,161,156,28,85,,2370
613,R,1,0,0,1,chi,R_chi,Joliet,7,41982,1,18,3.8,68.4,pieced,42097,1,122,115,15.5,40,42132,157,150,35,56,9,2500
614,R,1,0,0,1,chi,R_chi,Joliet,23,41998,1,18,4,72,pieced,42118,1,143,120,21,21,42150,175,152,32,60,12,800
615,R,,,,,chi,R_chi,Joliet,5,41980,1,17.5,6,105,pieced,42101,1,126,121,22,36,42136,161,156,35,88,15,2800
616,R,,,,,chi,R_chi,Joliet,13,41988,1,18.5,4.5,83.25,pieced,42108,1,133,120,13,42,42132,157,144,24,80,10,1250
617,R,,,,,chi,R_chi,Joliet,5,41980,1,21,4.4,92.4,pieced,42101,1,126,121,15,60,42139,164,159,38,82,8,1760
