Microbat data from Threlfall et al Journal of Applied Ecology 'Increasing biodiversity in urban green spaces through simple vegetation interventions',,,
For data collection methods see above paper.,,,
spp = species. Point = green space site (n=39). Rep = plot within each green space.,,,
,,,
spp,point,rep,occ
""" Vespadelus vulturnus""",GC012,1,1
""" Vespadelus vulturnus""",GC012,2,1
""" Vespadelus vulturnus""",GC012,3,1
""" Vespadelus vulturnus""",GC012,4,1
""" Vespadelus vulturnus""",GC013,1,1
""" Vespadelus vulturnus""",GC013,2,1
""" Vespadelus vulturnus""",GC013,3,1
""" Vespadelus vulturnus""",GC013,4,1
""" Vespadelus vulturnus""",RG001,2,1
""" Vespadelus vulturnus""",RG002,1,1
""" Vespadelus vulturnus""",RG002,2,1
""" Vespadelus vulturnus""",RG002,3,1
""" Vespadelus vulturnus""",RG003,1,1
""" Vespadelus vulturnus""",RG003,2,1
""" Vespadelus vulturnus""",RG003,3,1
""" Vespadelus vulturnus""",RG003,4,1
""" Vespadelus vulturnus""",RG004,2,1
""" Vespadelus vulturnus""",RG004,3,1
""" Vespadelus vulturnus""",RG004,4,1
""" Vespadelus vulturnus""",RG005,1,1
""" Vespadelus vulturnus""",RG005,3,1
""" Vespadelus vulturnus""",RG005,4,1
""" Vespadelus vulturnus""",RG006,1,1
""" Vespadelus vulturnus""",RG006,2,1
""" Vespadelus vulturnus""",RG006,3,1
""" Vespadelus vulturnus""",RG006,4,1
""" Vespadelus vulturnus""",RG007,1,1
""" Vespadelus vulturnus""",RG007,3,1
""" Vespadelus vulturnus""",RG007,4,1
""" Vespadelus vulturnus""",RG008,4,1
""" Vespadelus vulturnus""",RG009,1,1
""" Vespadelus vulturnus""",RG009,2,1
""" Vespadelus vulturnus""",RG009,3,1
""" Vespadelus vulturnus""",RG009,4,1
""" Vespadelus vulturnus""",RG010,2,1
""" Vespadelus vulturnus""",RG012,1,1
""" Vespadelus vulturnus""",RG012,2,1
""" Vespadelus vulturnus""",RG012,3,1
""" Vespadelus vulturnus""",RG013,1,1
""" Vespadelus vulturnus""",RG013,2,1
""" Vespadelus vulturnus""",RG013,3,1
""" Vespadelus vulturnus""",UP001,2,1
""" Vespadelus vulturnus""",UP002,1,1
""" Vespadelus vulturnus""",UP002,2,1
""" Vespadelus vulturnus""",UP003,1,1
""" Vespadelus vulturnus""",UP003,2,1
""" Vespadelus vulturnus""",UP004,1,1
""" Vespadelus vulturnus""",UP004,2,1
""" Vespadelus vulturnus""",UP005,2,1
""" Vespadelus vulturnus""",UP006,1,1
""" Vespadelus vulturnus""",UP006,2,1
""" Vespadelus vulturnus""",UP007,1,1
""" Vespadelus vulturnus""",UP007,2,1
""" Vespadelus vulturnus""",UP008,1,1
""" Vespadelus vulturnus""",UP008,2,1
""" Vespadelus vulturnus""",UP009,1,1
""" Vespadelus vulturnus""",UP009,2,1
""" Vespadelus vulturnus""",UP010,1,1
""" Vespadelus vulturnus""",UP010,2,1
""" Vespadelus vulturnus""",UP011,1,1
""" Vespadelus vulturnus""",UP011,2,1
""" Vespadelus vulturnus""",UP012,1,1
""" Vespadelus vulturnus""",UP012,2,1
""" Vespadelus vulturnus""",UP013,1,1
""" Vespadelus vulturnus""",UP013,2,1
