Native bird data from Threlfall et al Journal of Applied Ecology 'Increasing biodiversity in urban green spaces through simple vegetation interventions',,,
For data collection methods see above paper.,,,
spp = species. Point = green space site (n=39). Rep = plot within each green space.,,,
spp,point,rep,occ
"""Galah""",UP001,3,1
"""Galah""",UP002,1,1
"""Galah""",UP002,2,1
"""Galah""",UP005,2,1
"""Galah""",UP007,1,1
"""Galah""",UP007,2,1
"""Galah""",UP007,3,1
"""Galah""",UP008,1,1
"""Galah""",UP010,1,1
"""Galah""",UP011,2,1
"""Galah""",UP012,3,1
"""Golden Whistler""",GC003,2,1
"""Golden Whistler""",GC008,1,1
"""Golden Whistler""",GC008,2,1
"""Golden Whistler""",GC008,3,1
"""Golden-headed Cisticola""",GC010,3,1
"""Golden-headed Cisticola""",GC011,3,1
"""Golden-headed Cisticola""",GC012,1,1
"""Golden-headed Cisticola""",GC012,3,1
"""Grey Butcherbird""",GC001,1,1
"""Grey Butcherbird""",GC001,2,1
"""Grey Butcherbird""",GC001,3,1
"""Grey Butcherbird""",GC002,2,1
"""Grey Butcherbird""",GC002,3,1
"""Grey Butcherbird""",GC003,1,1
"""Grey Butcherbird""",GC003,2,1
"""Grey Butcherbird""",GC003,3,1
"""Grey Butcherbird""",GC004,1,1
"""Grey Butcherbird""",GC004,2,1
"""Grey Butcherbird""",GC004,3,1
"""Grey Butcherbird""",GC005,1,1
"""Grey Butcherbird""",GC005,2,1
"""Grey Butcherbird""",GC005,3,1
"""Grey Butcherbird""",GC006,1,1
"""Grey Butcherbird""",GC006,2,1
"""Grey Butcherbird""",GC006,3,1
"""Grey Butcherbird""",GC007,1,1
"""Grey Butcherbird""",GC007,2,1
"""Grey Butcherbird""",GC007,3,1
"""Grey Butcherbird""",GC008,1,1
"""Grey Butcherbird""",GC008,3,1
"""Grey Butcherbird""",GC009,1,1
"""Grey Butcherbird""",GC009,2,1
"""Grey Butcherbird""",GC009,3,1
"""Grey Butcherbird""",GC010,1,1
"""Grey Butcherbird""",GC010,2,1
"""Grey Butcherbird""",GC010,3,1
"""Grey Butcherbird""",GC011,1,1
"""Grey Butcherbird""",GC012,1,1
"""Grey Butcherbird""",GC013,1,1
"""Grey Butcherbird""",GC013,2,1
"""Grey Butcherbird""",GC013,3,1
"""Grey Butcherbird""",RG001,3,1
"""Grey Butcherbird""",RG002,1,1
"""Grey Butcherbird""",RG002,3,1
"""Grey Butcherbird""",RG005,1,1
"""Grey Butcherbird""",RG006,2,1
"""Grey Butcherbird""",RG006,3,1
"""Grey Butcherbird""",RG007,1,1
"""Grey Butcherbird""",RG007,2,1
"""Grey Butcherbird""",RG007,3,1
"""Grey Butcherbird""",RG008,2,1
"""Grey Butcherbird""",RG008,3,1
"""Grey Butcherbird""",RG009,1,1
"""Grey Butcherbird""",RG009,2,1
"""Grey Butcherbird""",RG009,3,1
"""Grey Butcherbird""",RG010,2,1
"""Grey Butcherbird""",RG013,3,1
"""Grey Butcherbird""",UP001,1,1
"""Grey Butcherbird""",UP001,2,1
"""Grey Butcherbird""",UP001,3,1
"""Grey Butcherbird""",UP002,1,1
"""Grey Butcherbird""",UP002,2,1
"""Grey Butcherbird""",UP002,3,1
"""Grey Butcherbird""",UP003,1,1
"""Grey Butcherbird""",UP003,2,1
"""Grey Butcherbird""",UP003,3,1
"""Grey Butcherbird""",UP004,1,1
"""Grey Butcherbird""",UP005,1,1
"""Grey Butcherbird""",UP005,2,1
"""Grey Butcherbird""",UP006,2,1
"""Grey Butcherbird""",UP006,3,1
"""Grey Butcherbird""",UP007,1,1
"""Grey Butcherbird""",UP007,2,1
"""Grey Butcherbird""",UP007,3,1
"""Grey Butcherbird""",UP008,1,1
"""Grey Butcherbird""",UP008,2,1
"""Grey Butcherbird""",UP008,3,1
"""Grey Butcherbird""",UP009,2,1
"""Grey Butcherbird""",UP011,1,1
"""Grey Butcherbird""",UP011,2,1
"""Grey Butcherbird""",UP011,3,1
"""Grey Butcherbird""",UP012,1,1
"""Grey Butcherbird""",UP013,1,1
"""Grey Butcherbird""",UP013,3,1
"""Grey Fantail""",GC002,3,1
"""Grey Fantail""",GC007,1,1
"""Grey Fantail""",GC008,1,1
"""Grey Fantail""",GC008,2,1
"""Grey Fantail""",GC008,3,1
"""Grey Fantail""",GC009,2,1
"""Grey Fantail""",GC009,3,1
"""Grey Fantail""",GC010,3,1
"""Grey Fantail""",GC012,1,1
"""Grey Fantail""",GC012,2,1
"""Grey Fantail""",RG001,1,1
"""Grey Shrike Thrush""",GC008,1,1
"""Grey Shrike Thrush""",GC008,2,1
"""Grey Shrike Thrush""",GC008,3,1
"""Grey Shrike Thrush""",GC009,2,1
"""Grey Shrike Thrush""",GC010,1,1
"""Grey Shrike Thrush""",GC012,1,1
"""Grey Shrike Thrush""",GC012,3,1
"""Kookaburra""",GC007,2,1
"""Kookaburra""",GC008,1,1
"""Kookaburra""",GC013,3,1
"""Little Corella""",GC005,3,1
"""Little Corella""",GC006,3,1
"""Little Corella""",GC011,3,1
"""Little Corella""",GC012,1,1
"""Little Corella""",GC013,2,1
"""Little Corella""",GC013,3,1
"""Little Corella""",RG012,3,1
"""Little Corella""",UP006,2,1
"""Little Corella""",UP010,2,1
"""Little Corella""",UP011,2,1
"""Little Grassbird""",GC010,2,1
"""Little Grassbird""",GC011,3,1
"""Little Lorikeet""",GC001,3,1
"""Little Lorikeet""",UP013,2,1
"""Little Lorikeet""",UP013,3,1
"""Little Raven""",GC001,1,1
"""Little Raven""",GC001,2,1
"""Little Raven""",GC002,1,1
"""Little Raven""",GC002,2,1
"""Little Raven""",GC002,3,1
"""Little Raven""",GC003,1,1
"""Little Raven""",GC003,2,1
"""Little Raven""",GC003,3,1
"""Little Raven""",GC004,1,1
"""Little Raven""",GC004,2,1
"""Little Raven""",GC004,3,1
"""Little Raven""",GC005,1,1
"""Little Raven""",GC005,2,1
"""Little Raven""",GC005,3,1
"""Little Raven""",GC006,1,1
"""Little Raven""",GC006,2,1
"""Little Raven""",GC006,3,1
"""Little Raven""",GC007,1,1
"""Little Raven""",GC007,2,1
"""Little Raven""",GC007,3,1
"""Little Raven""",GC008,1,1
"""Little Raven""",GC008,2,1
"""Little Raven""",GC008,3,1
"""Little Raven""",GC009,1,1
"""Little Raven""",GC009,2,1
"""Little Raven""",GC009,3,1
"""Little Raven""",GC010,1,1
"""Little Raven""",GC010,2,1
"""Little Raven""",GC010,3,1
"""Little Raven""",GC011,1,1
"""Little Raven""",GC011,2,1
"""Little Raven""",GC012,1,1
"""Little Raven""",GC012,2,1
"""Little Raven""",GC012,3,1
"""Little Raven""",GC013,1,1
"""Little Raven""",GC013,2,1
"""Little Raven""",GC013,3,1
"""Little Raven""",RG001,1,1
"""Little Raven""",RG001,2,1
"""Little Raven""",RG001,3,1
"""Little Raven""",RG002,1,1
"""Little Raven""",RG002,2,1
"""Little Raven""",RG002,3,1
"""Little Raven""",RG003,2,1
"""Little Raven""",RG004,2,1
"""Little Raven""",RG004,3,1
"""Little Raven""",RG005,1,1
"""Little Raven""",RG005,2,1
"""Little Raven""",RG005,3,1
"""Little Raven""",RG006,1,1
"""Little Raven""",RG006,2,1
"""Little Raven""",RG006,3,1
"""Little Raven""",RG007,1,1
"""Little Raven""",RG007,2,1
"""Little Raven""",RG007,3,1
"""Little Raven""",RG008,1,1
"""Little Raven""",RG008,2,1
"""Little Raven""",RG008,3,1
"""Little Raven""",RG009,1,1
"""Little Raven""",RG009,2,1
"""Little Raven""",RG009,3,1
"""Little Raven""",RG010,2,1
"""Little Raven""",RG010,3,1
"""Little Raven""",RG011,1,1
"""Little Raven""",RG011,2,1
"""Little Raven""",RG011,3,1
"""Little Raven""",RG012,1,1
"""Little Raven""",RG012,2,1
"""Little Raven""",RG012,3,1
"""Little Raven""",RG013,1,1
"""Little Raven""",RG013,2,1
"""Little Raven""",RG013,3,1
"""Little Raven""",UP001,1,1
"""Little Raven""",UP001,2,1
"""Little Raven""",UP001,3,1
"""Little Raven""",UP002,1,1
"""Little Raven""",UP002,2,1
"""Little Raven""",UP003,2,1
"""Little Raven""",UP004,1,1
"""Little Raven""",UP004,2,1
"""Little Raven""",UP004,3,1
"""Little Raven""",UP005,1,1
"""Little Raven""",UP005,3,1
"""Little Raven""",UP006,1,1
"""Little Raven""",UP006,3,1
"""Little Raven""",UP007,3,1
"""Little Raven""",UP008,1,1
"""Little Raven""",UP008,2,1
"""Little Raven""",UP008,3,1
"""Little Raven""",UP009,1,1
"""Little Raven""",UP010,1,1
"""Little Raven""",UP011,2,1
"""Little Raven""",UP011,3,1
"""Little Raven""",UP012,1,1
"""Little Raven""",UP013,1,1
"""Little Raven""",UP013,3,1
"""Little Wattlebird""",GC002,1,1
"""Little Wattlebird""",GC002,3,1
"""Little Wattlebird""",GC004,1,1
"""Little Wattlebird""",GC005,1,1
"""Little Wattlebird""",GC006,2,1
"""Little Wattlebird""",GC006,3,1
"""Little Wattlebird""",GC007,1,1
"""Little Wattlebird""",GC007,2,1
"""Little Wattlebird""",GC008,1,1
"""Little Wattlebird""",GC008,2,1
"""Little Wattlebird""",GC008,3,1
"""Little Wattlebird""",GC009,2,1
"""Little Wattlebird""",GC009,3,1
"""Little Wattlebird""",GC010,1,1
"""Little Wattlebird""",GC010,2,1
"""Little Wattlebird""",RG001,1,1
"""Little Wattlebird""",RG001,2,1
"""Little Wattlebird""",RG001,3,1
"""Little Wattlebird""",RG002,1,1
"""Little Wattlebird""",RG002,2,1
"""Little Wattlebird""",RG002,3,1
"""Little Wattlebird""",RG003,1,1
"""Little Wattlebird""",RG004,1,1
"""Little Wattlebird""",RG004,2,1
"""Little Wattlebird""",RG004,3,1
"""Little Wattlebird""",RG005,2,1
"""Little Wattlebird""",RG006,1,1
"""Little Wattlebird""",RG006,2,1
"""Little Wattlebird""",RG006,3,1
"""Little Wattlebird""",RG007,1,1
"""Little Wattlebird""",RG007,2,1
"""Little Wattlebird""",RG007,3,1
"""Little Wattlebird""",RG008,1,1
"""Little Wattlebird""",RG009,1,1
"""Little Wattlebird""",RG009,2,1
"""Little Wattlebird""",RG009,3,1
"""Little Wattlebird""",RG010,1,1
"""Little Wattlebird""",RG010,2,1
"""Little Wattlebird""",RG010,3,1
"""Little Wattlebird""",RG011,1,1
"""Little Wattlebird""",RG012,1,1
"""Little Wattlebird""",RG013,1,1
"""Little Wattlebird""",RG013,2,1
"""Little Wattlebird""",RG013,3,1
"""Little Wattlebird""",UP004,2,1
"""Little Wattlebird""",UP007,3,1
"""Little Wattlebird""",UP013,1,1
"""Little Wattlebird""",UP013,3,1
"""Long-billed Corella""",GC009,3,1
"""Long-billed Corella""",GC010,2,1
"""Long-billed Corella""",GC013,3,1
"""Long-billed Corella""",RG012,3,1
"""Long-billed Corella""",UP006,2,1
"""Magpie-lark""",GC001,2,1
"""Magpie-lark""",GC001,3,1
"""Magpie-lark""",GC002,2,1
"""Magpie-lark""",GC002,3,1
"""Magpie-lark""",GC003,1,1
"""Magpie-lark""",GC003,3,1
"""Magpie-lark""",GC004,1,1
"""Magpie-lark""",GC004,2,1
"""Magpie-lark""",GC004,3,1
"""Magpie-lark""",GC005,1,1
"""Magpie-lark""",GC005,2,1
"""Magpie-lark""",GC005,3,1
"""Magpie-lark""",GC006,1,1
"""Magpie-lark""",GC006,2,1
"""Magpie-lark""",GC006,3,1
"""Magpie-lark""",GC007,1,1
"""Magpie-lark""",GC007,2,1
"""Magpie-lark""",GC007,3,1
"""Magpie-lark""",GC008,1,1
"""Magpie-lark""",GC008,2,1
"""Magpie-lark""",GC008,3,1
"""Magpie-lark""",GC009,1,1
"""Magpie-lark""",GC009,2,1
"""Magpie-lark""",GC009,3,1
"""Magpie-lark""",GC010,1,1
"""Magpie-lark""",GC010,2,1
"""Magpie-lark""",GC010,3,1
"""Magpie-lark""",GC011,1,1
"""Magpie-lark""",GC011,2,1
"""Magpie-lark""",GC011,3,1
"""Magpie-lark""",GC012,1,1
"""Magpie-lark""",GC012,2,1
"""Magpie-lark""",GC012,3,1
"""Magpie-lark""",GC013,1,1
"""Magpie-lark""",GC013,2,1
"""Magpie-lark""",GC013,3,1
"""Magpie-lark""",RG002,1,1
"""Magpie-lark""",RG002,2,1
"""Magpie-lark""",RG002,3,1
"""Magpie-lark""",RG003,1,1
"""Magpie-lark""",RG003,2,1
"""Magpie-lark""",RG004,1,1
"""Magpie-lark""",RG004,2,1
"""Magpie-lark""",RG004,3,1
"""Magpie-lark""",RG005,3,1
"""Magpie-lark""",RG006,1,1
"""Magpie-lark""",RG006,2,1
"""Magpie-lark""",RG007,1,1
"""Magpie-lark""",RG007,2,1
"""Magpie-lark""",RG008,2,1
"""Magpie-lark""",RG009,1,1
"""Magpie-lark""",RG009,2,1
"""Magpie-lark""",RG009,3,1
"""Magpie-lark""",RG010,3,1
"""Magpie-lark""",RG011,1,1
"""Magpie-lark""",RG011,2,1
"""Magpie-lark""",RG011,3,1
"""Magpie-lark""",RG012,1,1
"""Magpie-lark""",RG012,2,1
"""Magpie-lark""",RG012,3,1
"""Magpie-lark""",RG013,1,1
"""Magpie-lark""",RG013,2,1
"""Magpie-lark""",RG013,3,1
"""Magpie-lark""",UP001,1,1
"""Magpie-lark""",UP001,2,1
"""Magpie-lark""",UP001,3,1
"""Magpie-lark""",UP002,3,1
"""Magpie-lark""",UP003,1,1
"""Magpie-lark""",UP003,2,1
"""Magpie-lark""",UP005,1,1
"""Magpie-lark""",UP005,3,1
"""Magpie-lark""",UP007,2,1
"""Magpie-lark""",UP007,3,1
"""Magpie-lark""",UP008,1,1
"""Magpie-lark""",UP008,2,1
"""Magpie-lark""",UP008,3,1
"""Magpie-lark""",UP010,2,1
"""Magpie-lark""",UP011,1,1
"""Magpie-lark""",UP012,1,1
"""Magpie-lark""",UP012,3,1
"""Magpie-lark""",UP013,1,1
"""Magpie-lark""",UP013,2,1
"""Magpie-lark""",UP013,3,1
"""Masked Lapwing""",GC001,1,1
"""Masked Lapwing""",GC001,2,1
"""Masked Lapwing""",GC004,1,1
"""Masked Lapwing""",GC004,2,1
"""Masked Lapwing""",GC004,3,1
"""Masked Lapwing""",GC005,3,1
"""Masked Lapwing""",GC006,2,1
"""Masked Lapwing""",GC006,3,1
"""Masked Lapwing""",GC009,1,1
"""Masked Lapwing""",GC009,2,1
"""Masked Lapwing""",GC009,3,1
"""Masked Lapwing""",GC010,1,1
"""Masked Lapwing""",GC010,3,1
"""Masked Lapwing""",GC011,1,1
"""Masked Lapwing""",GC012,1,1
"""Masked Lapwing""",GC012,2,1
"""Masked Lapwing""",GC013,2,1
"""Masked Lapwing""",GC013,3,1
"""Masked Lapwing""",RG009,1,1
"""Masked Lapwing""",RG012,1,1
"""Masked Lapwing""",UP007,1,1
"""Masked Lapwing""",UP010,1,1
"""Masked Lapwing""",UP010,2,1
"""Masked Lapwing""",UP010,3,1
"""Musk Lorikeet""",GC001,3,1
"""Musk Lorikeet""",GC002,3,1
"""Musk Lorikeet""",GC003,3,1
"""Musk Lorikeet""",GC004,3,1
"""Musk Lorikeet""",GC005,1,1
