Native bird data from Threlfall et al Journal of Applied Ecology 'Increasing biodiversity in urban green spaces through simple vegetation interventions',,,
For data collection methods see above paper.,,,
spp = species. Point = green space site (n=39). Rep = plot within each green space.,,,
spp,point,rep,occ
"""Musk Lorikeet""",GC005,3,1
"""Musk Lorikeet""",GC006,2,1
"""Musk Lorikeet""",GC006,3,1
"""Musk Lorikeet""",GC007,2,1
"""Musk Lorikeet""",GC007,3,1
"""Musk Lorikeet""",GC008,3,1
"""Musk Lorikeet""",GC009,2,1
"""Musk Lorikeet""",GC009,3,1
"""Musk Lorikeet""",GC010,3,1
"""Musk Lorikeet""",GC012,3,1
"""Musk Lorikeet""",GC013,1,1
"""Musk Lorikeet""",GC013,3,1
"""Musk Lorikeet""",RG002,3,1
"""Musk Lorikeet""",RG004,3,1
"""Musk Lorikeet""",RG005,3,1
"""Musk Lorikeet""",RG006,3,1
"""Musk Lorikeet""",RG008,3,1
"""Musk Lorikeet""",RG009,3,1
"""Musk Lorikeet""",RG012,3,1
"""Musk Lorikeet""",RG013,3,1
"""Musk Lorikeet""",UP001,3,1
"""Musk Lorikeet""",UP002,3,1
"""Musk Lorikeet""",UP003,3,1
"""Musk Lorikeet""",UP004,3,1
"""Musk Lorikeet""",UP005,2,1
"""Musk Lorikeet""",UP006,3,1
"""Musk Lorikeet""",UP007,1,1
"""Musk Lorikeet""",UP007,2,1
"""Musk Lorikeet""",UP007,3,1
"""Musk Lorikeet""",UP008,3,1
"""Musk Lorikeet""",UP009,1,1
"""Musk Lorikeet""",UP011,3,1
"""Musk Lorikeet""",UP013,1,1
"""Musk Lorikeet""",UP013,2,1
"""Musk Lorikeet""",UP013,3,1
"""Nankeen Kestrel""",GC011,1,1
"""Nankeen Kestrel""",GC012,2,1
"""Nankeen Kestrel""",UP011,2,1
"""New Holland Honeyeater""",GC005,2,1
"""New Holland Honeyeater""",GC008,1,1
"""New Holland Honeyeater""",GC008,2,1
"""New Holland Honeyeater""",GC008,3,1
"""New Holland Honeyeater""",GC012,3,1
"""New Holland Honeyeater""",RG004,3,1
"""New Holland Honeyeater""",RG011,3,1
"""Noisy Miner""",GC001,1,1
"""Noisy Miner""",GC001,2,1
"""Noisy Miner""",GC001,3,1
"""Noisy Miner""",GC002,1,1
"""Noisy Miner""",GC002,2,1
"""Noisy Miner""",GC002,3,1
"""Noisy Miner""",GC003,1,1
"""Noisy Miner""",GC003,2,1
"""Noisy Miner""",GC003,3,1
"""Noisy Miner""",GC004,1,1
"""Noisy Miner""",GC004,2,1
"""Noisy Miner""",GC004,3,1
"""Noisy Miner""",GC005,1,1
"""Noisy Miner""",GC005,2,1
"""Noisy Miner""",GC005,3,1
"""Noisy Miner""",GC006,1,1
"""Noisy Miner""",GC006,2,1
"""Noisy Miner""",GC006,3,1
"""Noisy Miner""",GC007,1,1
"""Noisy Miner""",GC007,2,1
"""Noisy Miner""",GC007,3,1
"""Noisy Miner""",GC008,1,1
"""Noisy Miner""",GC008,3,1
"""Noisy Miner""",GC009,1,1
"""Noisy Miner""",GC009,2,1
"""Noisy Miner""",GC009,3,1
"""Noisy Miner""",GC010,1,1
"""Noisy Miner""",GC010,2,1
"""Noisy Miner""",GC010,3,1
"""Noisy Miner""",GC011,1,1
"""Noisy Miner""",GC011,2,1
"""Noisy Miner""",GC011,3,1
"""Noisy Miner""",GC012,2,1
"""Noisy Miner""",GC013,1,1
"""Noisy Miner""",GC013,2,1
"""Noisy Miner""",GC013,3,1
"""Noisy Miner""",RG001,1,1
"""Noisy Miner""",RG001,3,1
"""Noisy Miner""",RG002,1,1
"""Noisy Miner""",RG002,2,1
"""Noisy Miner""",RG002,3,1
"""Noisy Miner""",RG003,1,1
"""Noisy Miner""",RG004,2,1
"""Noisy Miner""",RG006,2,1
"""Noisy Miner""",RG006,3,1
"""Noisy Miner""",RG007,1,1
"""Noisy Miner""",RG007,2,1
"""Noisy Miner""",RG007,3,1
"""Noisy Miner""",RG008,1,1
"""Noisy Miner""",RG008,2,1
"""Noisy Miner""",RG008,3,1
"""Noisy Miner""",RG009,1,1
"""Noisy Miner""",RG009,2,1
"""Noisy Miner""",RG009,3,1
"""Noisy Miner""",RG010,1,1
"""Noisy Miner""",RG010,2,1
"""Noisy Miner""",RG010,3,1
"""Noisy Miner""",RG012,1,1
"""Noisy Miner""",RG012,2,1
"""Noisy Miner""",RG012,3,1
"""Noisy Miner""",RG013,3,1
"""Noisy Miner""",UP001,1,1
"""Noisy Miner""",UP001,2,1
"""Noisy Miner""",UP001,3,1
"""Noisy Miner""",UP002,1,1
"""Noisy Miner""",UP002,2,1
"""Noisy Miner""",UP002,3,1
"""Noisy Miner""",UP003,1,1
"""Noisy Miner""",UP003,2,1
"""Noisy Miner""",UP003,3,1
"""Noisy Miner""",UP004,1,1
"""Noisy Miner""",UP004,2,1
"""Noisy Miner""",UP004,3,1
"""Noisy Miner""",UP005,1,1
"""Noisy Miner""",UP005,2,1
"""Noisy Miner""",UP005,3,1
"""Noisy Miner""",UP006,1,1
"""Noisy Miner""",UP006,2,1
"""Noisy Miner""",UP006,3,1
"""Noisy Miner""",UP007,1,1
"""Noisy Miner""",UP007,2,1
"""Noisy Miner""",UP007,3,1
"""Noisy Miner""",UP008,1,1
"""Noisy Miner""",UP008,2,1
"""Noisy Miner""",UP008,3,1
"""Noisy Miner""",UP009,1,1
"""Noisy Miner""",UP009,2,1
"""Noisy Miner""",UP009,3,1
"""Noisy Miner""",UP010,1,1
"""Noisy Miner""",UP010,2,1
"""Noisy Miner""",UP010,3,1
"""Noisy Miner""",UP011,1,1
"""Noisy Miner""",UP011,2,1
"""Noisy Miner""",UP011,3,1
"""Noisy Miner""",UP012,1,1
"""Noisy Miner""",UP012,2,1
"""Noisy Miner""",UP012,3,1
"""Noisy Miner""",UP013,1,1
"""Noisy Miner""",UP013,2,1
"""Noisy Miner""",UP013,3,1
"""Pied Currawong""",GC001,1,1
"""Pied Currawong""",RG002,3,1
"""Pied Currawong""",UP001,3,1
"""Rainbow Lorikeet""",GC001,1,1
"""Rainbow Lorikeet""",GC001,2,1
"""Rainbow Lorikeet""",GC001,3,1
"""Rainbow Lorikeet""",GC002,1,1
"""Rainbow Lorikeet""",GC002,2,1
"""Rainbow Lorikeet""",GC002,3,1
"""Rainbow Lorikeet""",GC003,1,1
"""Rainbow Lorikeet""",GC003,2,1
"""Rainbow Lorikeet""",GC003,3,1
"""Rainbow Lorikeet""",GC004,1,1
"""Rainbow Lorikeet""",GC004,2,1
"""Rainbow Lorikeet""",GC004,3,1
"""Rainbow Lorikeet""",GC005,1,1
"""Rainbow Lorikeet""",GC005,2,1
"""Rainbow Lorikeet""",GC005,3,1
"""Rainbow Lorikeet""",GC006,1,1
"""Rainbow Lorikeet""",GC006,2,1
"""Rainbow Lorikeet""",GC006,3,1
"""Rainbow Lorikeet""",GC007,1,1
"""Rainbow Lorikeet""",GC007,2,1
"""Rainbow Lorikeet""",GC007,3,1
"""Rainbow Lorikeet""",GC008,1,1
"""Rainbow Lorikeet""",GC008,2,1
"""Rainbow Lorikeet""",GC008,3,1
"""Rainbow Lorikeet""",GC009,1,1
"""Rainbow Lorikeet""",GC009,2,1
"""Rainbow Lorikeet""",GC009,3,1
"""Rainbow Lorikeet""",GC010,1,1
"""Rainbow Lorikeet""",GC010,2,1
"""Rainbow Lorikeet""",GC010,3,1
"""Rainbow Lorikeet""",GC011,1,1
"""Rainbow Lorikeet""",GC011,2,1
"""Rainbow Lorikeet""",GC011,3,1
"""Rainbow Lorikeet""",GC012,1,1
"""Rainbow Lorikeet""",GC012,2,1
"""Rainbow Lorikeet""",GC013,1,1
"""Rainbow Lorikeet""",GC013,2,1
"""Rainbow Lorikeet""",GC013,3,1
"""Rainbow Lorikeet""",RG001,1,1
"""Rainbow Lorikeet""",RG001,2,1
"""Rainbow Lorikeet""",RG001,3,1
"""Rainbow Lorikeet""",RG002,1,1
"""Rainbow Lorikeet""",RG002,2,1
"""Rainbow Lorikeet""",RG002,3,1
"""Rainbow Lorikeet""",RG003,1,1
"""Rainbow Lorikeet""",RG003,2,1
"""Rainbow Lorikeet""",RG004,1,1
"""Rainbow Lorikeet""",RG004,2,1
"""Rainbow Lorikeet""",RG004,3,1
"""Rainbow Lorikeet""",RG005,2,1
"""Rainbow Lorikeet""",RG005,3,1
"""Rainbow Lorikeet""",RG006,1,1
"""Rainbow Lorikeet""",RG006,2,1
"""Rainbow Lorikeet""",RG006,3,1
"""Rainbow Lorikeet""",RG007,1,1
"""Rainbow Lorikeet""",RG007,2,1
"""Rainbow Lorikeet""",RG007,3,1
"""Rainbow Lorikeet""",RG008,1,1
"""Rainbow Lorikeet""",RG008,2,1
"""Rainbow Lorikeet""",RG008,3,1
"""Rainbow Lorikeet""",RG009,1,1
"""Rainbow Lorikeet""",RG009,2,1
"""Rainbow Lorikeet""",RG009,3,1
"""Rainbow Lorikeet""",RG010,1,1
"""Rainbow Lorikeet""",RG010,2,1
"""Rainbow Lorikeet""",RG010,3,1
"""Rainbow Lorikeet""",RG011,1,1
"""Rainbow Lorikeet""",RG011,3,1
"""Rainbow Lorikeet""",RG012,1,1
"""Rainbow Lorikeet""",RG012,2,1
"""Rainbow Lorikeet""",RG012,3,1
"""Rainbow Lorikeet""",RG013,1,1
"""Rainbow Lorikeet""",RG013,2,1
"""Rainbow Lorikeet""",RG013,3,1
"""Rainbow Lorikeet""",UP001,1,1
"""Rainbow Lorikeet""",UP001,2,1
"""Rainbow Lorikeet""",UP001,3,1
"""Rainbow Lorikeet""",UP002,1,1
"""Rainbow Lorikeet""",UP002,2,1
"""Rainbow Lorikeet""",UP002,3,1
"""Rainbow Lorikeet""",UP003,1,1
"""Rainbow Lorikeet""",UP003,2,1
"""Rainbow Lorikeet""",UP003,3,1
"""Rainbow Lorikeet""",UP004,1,1
"""Rainbow Lorikeet""",UP004,2,1
"""Rainbow Lorikeet""",UP004,3,1
"""Rainbow Lorikeet""",UP005,1,1
"""Rainbow Lorikeet""",UP005,2,1
"""Rainbow Lorikeet""",UP005,3,1
"""Rainbow Lorikeet""",UP006,1,1
"""Rainbow Lorikeet""",UP006,2,1
"""Rainbow Lorikeet""",UP006,3,1
"""Rainbow Lorikeet""",UP007,1,1
"""Rainbow Lorikeet""",UP007,2,1
"""Rainbow Lorikeet""",UP007,3,1
"""Rainbow Lorikeet""",UP008,1,1
"""Rainbow Lorikeet""",UP008,2,1
"""Rainbow Lorikeet""",UP008,3,1
"""Rainbow Lorikeet""",UP009,1,1
"""Rainbow Lorikeet""",UP009,2,1
"""Rainbow Lorikeet""",UP009,3,1
"""Rainbow Lorikeet""",UP010,1,1
"""Rainbow Lorikeet""",UP011,1,1
"""Rainbow Lorikeet""",UP011,2,1
"""Rainbow Lorikeet""",UP011,3,1
"""Rainbow Lorikeet""",UP012,3,1
"""Rainbow Lorikeet""",UP013,1,1
"""Rainbow Lorikeet""",UP013,2,1
"""Rainbow Lorikeet""",UP013,3,1
"""Red Wattlebird""",GC001,2,1
"""Red Wattlebird""",GC001,3,1
"""Red Wattlebird""",GC002,1,1
"""Red Wattlebird""",GC002,2,1
"""Red Wattlebird""",GC003,2,1
"""Red Wattlebird""",GC004,1,1
"""Red Wattlebird""",GC004,2,1
"""Red Wattlebird""",GC004,3,1
"""Red Wattlebird""",GC005,2,1
"""Red Wattlebird""",GC005,3,1
"""Red Wattlebird""",GC006,1,1
"""Red Wattlebird""",GC006,2,1
"""Red Wattlebird""",GC007,1,1
"""Red Wattlebird""",GC007,2,1
"""Red Wattlebird""",GC007,3,1
"""Red Wattlebird""",GC008,1,1
"""Red Wattlebird""",GC008,2,1
"""Red Wattlebird""",GC008,3,1
"""Red Wattlebird""",GC009,1,1
"""Red Wattlebird""",GC009,2,1
"""Red Wattlebird""",GC009,3,1
"""Red Wattlebird""",GC010,1,1
"""Red Wattlebird""",GC010,2,1
"""Red Wattlebird""",GC010,3,1
"""Red Wattlebird""",GC012,1,1
"""Red Wattlebird""",GC012,2,1
"""Red Wattlebird""",GC012,3,1
"""Red Wattlebird""",GC013,2,1
"""Red Wattlebird""",GC013,3,1
"""Red Wattlebird""",RG001,1,1
"""Red Wattlebird""",RG001,2,1
"""Red Wattlebird""",RG001,3,1
"""Red Wattlebird""",RG002,1,1
"""Red Wattlebird""",RG002,2,1
"""Red Wattlebird""",RG002,3,1
"""Red Wattlebird""",RG003,1,1
"""Red Wattlebird""",RG003,2,1
"""Red Wattlebird""",RG004,1,1
"""Red Wattlebird""",RG004,2,1
"""Red Wattlebird""",RG004,3,1
"""Red Wattlebird""",RG005,1,1
"""Red Wattlebird""",RG005,2,1
"""Red Wattlebird""",RG005,3,1
"""Red Wattlebird""",RG006,1,1
"""Red Wattlebird""",RG006,2,1
"""Red Wattlebird""",RG006,3,1
"""Red Wattlebird""",RG007,1,1
"""Red Wattlebird""",RG007,2,1
"""Red Wattlebird""",RG007,3,1
"""Red Wattlebird""",RG008,1,1
"""Red Wattlebird""",RG008,2,1
"""Red Wattlebird""",RG008,3,1
"""Red Wattlebird""",RG009,1,1
"""Red Wattlebird""",RG009,2,1
"""Red Wattlebird""",RG009,3,1
"""Red Wattlebird""",RG010,1,1
"""Red Wattlebird""",RG010,2,1
"""Red Wattlebird""",RG010,3,1
"""Red Wattlebird""",RG011,1,1
"""Red Wattlebird""",RG011,2,1
"""Red Wattlebird""",RG011,3,1
"""Red Wattlebird""",RG012,1,1
"""Red Wattlebird""",RG012,2,1
"""Red Wattlebird""",RG012,3,1
"""Red Wattlebird""",RG013,1,1
"""Red Wattlebird""",RG013,2,1
"""Red Wattlebird""",RG013,3,1
"""Red Wattlebird""",UP001,1,1
"""Red Wattlebird""",UP001,2,1
"""Red Wattlebird""",UP001,3,1
"""Red Wattlebird""",UP002,2,1
"""Red Wattlebird""",UP002,3,1
"""Red Wattlebird""",UP003,2,1
"""Red Wattlebird""",UP004,1,1
"""Red Wattlebird""",UP004,3,1
"""Red Wattlebird""",UP006,3,1
"""Red Wattlebird""",UP007,1,1
"""Red Wattlebird""",UP007,2,1
"""Red Wattlebird""",UP007,3,1
"""Red Wattlebird""",UP008,1,1
"""Red Wattlebird""",UP008,2,1
"""Red Wattlebird""",UP009,2,1
"""Red Wattlebird""",UP010,1,1
"""Red Wattlebird""",UP010,2,1
"""Red Wattlebird""",UP010,3,1
"""Red Wattlebird""",UP011,1,1
"""Red Wattlebird""",UP011,2,1
"""Red Wattlebird""",UP012,2,1
"""Red Wattlebird""",UP013,1,1
"""Red Wattlebird""",UP013,2,1
"""Red Wattlebird""",UP013,3,1
"""Red-browed Finch""",GC008,2,1
"""Red-browed Finch""",GC010,2,1
"""Red-browed Finch""",GC012,3,1
"""Red-rumped Parrot""",GC003,1,1
"""Red-rumped Parrot""",GC006,1,1
"""Red-rumped Parrot""",GC010,1,1
"""Red-rumped Parrot""",GC010,2,1
"""Red-rumped Parrot""",GC010,3,1
"""Red-rumped Parrot""",GC011,1,1
"""Red-rumped Parrot""",GC011,3,1
"""Red-rumped Parrot""",UP012,1,1
"""Red-rumped Parrot""",UP012,3,1
"""Rufus Whistler""",GC008,1,1
"""Rufus Whistler""",GC012,1,1
"""Spotted Pardalote""",GC002,3,1
"""Spotted Pardalote""",GC004,1,1
"""Spotted Pardalote""",GC005,2,1
"""Spotted Pardalote""",GC005,3,1
"""Spotted Pardalote""",GC006,1,1
"""Spotted Pardalote""",GC006,2,1
"""Spotted Pardalote""",GC007,1,1
"""Spotted Pardalote""",GC007,3,1
"""Spotted Pardalote""",GC008,1,1
"""Spotted Pardalote""",GC008,2,1
"""Spotted Pardalote""",GC008,3,1
"""Spotted Pardalote""",GC009,1,1
"""Spotted Pardalote""",GC009,2,1
"""Spotted Pardalote""",GC009,3,1
"""Spotted Pardalote""",GC010,2,1
"""Spotted Pardalote""",GC010,3,1
"""Spotted Pardalote""",GC012,1,1
"""Spotted Pardalote""",GC012,2,1
"""Spotted Pardalote""",RG003,2,1
"""Spotted Pardalote""",RG004,1,1
"""Spotted Pardalote""",RG009,1,1
"""Spotted Pardalote""",RG009,2,1
"""Spotted Pardalote""",RG010,2,1
"""Spotted Pardalote""",RG010,3,1
"""Spotted Pardalote""",UP002,1,1
"""Spotted Pardalote""",UP010,1,1
"""Spotted Pardalote""",UP012,2,1
"""Striated Pardalote""",GC007,1,1
"""Striated Pardalote""",GC009,3,1
"""Striated Pardalote""",GC012,2,1
"""Striated Pardalote""",RG012,1,1
"""Striated Pardalote""",UP012,1,1
"""Striated Pardalote""",UP012,2,1
"""Striated Pardalote""",UP012,3,1
"""Sulphur Crested Cockatoo""",GC002,3,1
"""Sulphur Crested Cockatoo""",GC003,3,1
"""Sulphur Crested Cockatoo""",GC004,1,1
"""Sulphur Crested Cockatoo""",GC004,2,1
"""Sulphur Crested Cockatoo""",GC004,3,1
"""Sulphur Crested Cockatoo""",GC005,1,1
"""Sulphur Crested Cockatoo""",GC005,2,1
"""Sulphur Crested Cockatoo""",GC006,2,1
"""Sulphur Crested Cockatoo""",GC006,3,1
"""Sulphur Crested Cockatoo""",GC008,1,1
"""Sulphur Crested Cockatoo""",GC010,1,1
"""Sulphur Crested Cockatoo""",GC010,2,1
"""Sulphur Crested Cockatoo""",GC010,3,1
"""Sulphur Crested Cockatoo""",GC011,2,1
"""Sulphur Crested Cockatoo""",RG002,3,1
"""Sulphur Crested Cockatoo""",RG006,1,1
"""Sulphur Crested Cockatoo""",RG006,2,1
"""Sulphur Crested Cockatoo""",RG010,3,1
"""Sulphur Crested Cockatoo""",RG011,3,1
"""Sulphur Crested Cockatoo""",RG012,3,1
"""Sulphur Crested Cockatoo""",RG013,3,1
"""Sulphur Crested Cockatoo""",UP010,1,1
"""Sulphur Crested Cockatoo""",UP013,2,1
"""Superb Fairy Wren""",GC002,1,1
"""Superb Fairy Wren""",GC006,3,1
"""Superb Fairy Wren""",GC008,1,1
"""Superb Fairy Wren""",GC008,3,1
"""Superb Fairy Wren""",GC009,2,1
"""Superb Fairy Wren""",GC009,3,1
"""Superb Fairy Wren""",GC010,1,1
"""Superb Fairy Wren""",GC010,2,1
"""Superb Fairy Wren""",GC010,3,1
"""Superb Fairy Wren""",GC012,1,1
"""Superb Fairy Wren""",GC012,2,1
"""Superb Fairy Wren""",GC012,3,1
"""Superb Fairy Wren""",RG011,3,1
"""Tawny Frogmouth""",GC003,3,1
"""Tawny Frogmouth""",GC008,1,1
"""Tawny Frogmouth""",UP002,2,1
"""Tawny Frogmouth""",UP002,3,1
"""Tawny Frogmouth""",UP006,2,1
"""Tawny Frogmouth""",UP007,1,1
"""Welcome Swallow""",GC001,1,1
"""Welcome Swallow""",GC002,2,1
"""Welcome Swallow""",GC003,1,1
"""Welcome Swallow""",GC003,2,1
"""Welcome Swallow""",GC004,2,1
"""Welcome Swallow""",GC005,1,1
"""Welcome Swallow""",GC005,2,1
"""Welcome Swallow""",GC007,1,1
"""Welcome Swallow""",GC007,2,1
"""Welcome Swallow""",GC007,3,1
"""Welcome Swallow""",GC009,1,1
"""Welcome Swallow""",GC009,2,1
"""Welcome Swallow""",GC009,3,1
"""Welcome Swallow""",GC010,1,1
"""Welcome Swallow""",GC010,2,1
"""Welcome Swallow""",GC010,3,1
"""Welcome Swallow""",GC011,1,1
"""Welcome Swallow""",GC011,2,1
"""Welcome Swallow""",GC011,3,1
"""Welcome Swallow""",GC012,2,1
"""Welcome Swallow""",GC012,3,1
"""Welcome Swallow""",GC013,2,1
"""Welcome Swallow""",RG004,1,1
"""Welcome Swallow""",RG006,2,1
"""Welcome Swallow""",RG008,2,1
"""Welcome Swallow""",RG010,2,1
"""Welcome Swallow""",RG011,2,1
"""Welcome Swallow""",RG012,1,1
"""Welcome Swallow""",RG012,2,1
"""Welcome Swallow""",RG012,3,1
"""Welcome Swallow""",UP001,1,1
"""Welcome Swallow""",UP002,1,1
"""Welcome Swallow""",UP002,3,1
"""Welcome Swallow""",UP003,1,1
"""Welcome Swallow""",UP003,2,1
"""Welcome Swallow""",UP004,1,1
"""Welcome Swallow""",UP004,2,1
"""Welcome Swallow""",UP004,3,1
"""Welcome Swallow""",UP005,1,1
"""Welcome Swallow""",UP005,2,1
"""Welcome Swallow""",UP006,2,1
"""Welcome Swallow""",UP006,3,1
"""Welcome Swallow""",UP007,1,1
"""Welcome Swallow""",UP007,2,1
"""Welcome Swallow""",UP007,3,1
"""Welcome Swallow""",UP008,1,1
"""Welcome Swallow""",UP008,2,1
"""Welcome Swallow""",UP008,3,1
"""Welcome Swallow""",UP009,1,1
"""Welcome Swallow""",UP010,1,1
"""Welcome Swallow""",UP010,2,1
"""Welcome Swallow""",UP010,3,1
"""Welcome Swallow""",UP011,2,1
"""Welcome Swallow""",UP012,2,1
"""White Browed Scrub Wren""",GC002,1,1
"""White Browed Scrub Wren""",GC003,2,1
"""White Browed Scrub Wren""",GC005,2,1
"""White Browed Scrub Wren""",GC006,3,1
"""White Browed Scrub Wren""",GC007,1,1
"""White Browed Scrub Wren""",GC007,3,1
"""White Browed Scrub Wren""",GC008,1,1
"""White Browed Scrub Wren""",GC008,3,1
"""White Browed Scrub Wren""",GC009,2,1
"""White Browed Scrub Wren""",GC009,3,1
"""White Browed Scrub Wren""",GC010,1,1
"""White Browed Scrub Wren""",GC010,2,1
"""White Browed Scrub Wren""",GC010,3,1
"""White Browed Scrub Wren""",GC012,1,1
"""White Browed Scrub Wren""",GC012,2,1
"""White Browed Scrub Wren""",GC012,3,1
"""White-eared Honeyeater""",GC008,1,1
"""White-eared Honeyeater""",GC012,1,1
"""White-plumed Honeyeater""",GC005,2,1
"""White-plumed Honeyeater""",GC006,1,1
"""White-plumed Honeyeater""",GC010,1,1
"""White-plumed Honeyeater""",GC010,2,1
"""White-plumed Honeyeater""",GC010,3,1
"""White-plumed Honeyeater""",GC012,1,1
"""White-plumed Honeyeater""",GC012,3,1
"""White-plumed Honeyeater""",RG004,3,1
"""White-plumed Honeyeater""",RG006,1,1
"""White-plumed Honeyeater""",RG006,2,1
"""White-plumed Honeyeater""",RG006,3,1
"""White-plumed Honeyeater""",RG010,1,1
"""White-plumed Honeyeater""",RG011,1,1
"""White-plumed Honeyeater""",RG011,2,1
"""White-plumed Honeyeater""",RG011,3,1
"""White-plumed Honeyeater""",RG013,1,1
"""White-plumed Honeyeater""",UP010,1,1
"""White-plumed Honeyeater""",UP010,3,1
"""Willie Wagtail""",GC005,2,1
"""Willie Wagtail""",GC006,1,1
"""Willie Wagtail""",GC006,2,1
"""Willie Wagtail""",GC009,2,1
"""Willie Wagtail""",GC009,3,1
"""Willie Wagtail""",GC010,1,1
"""Willie Wagtail""",GC010,2,1
"""Willie Wagtail""",GC010,3,1
"""Willie Wagtail""",GC012,1,1
"""Willie Wagtail""",GC012,2,1
"""Willie Wagtail""",GC012,3,1
"""Willie Wagtail""",GC013,2,1
"""Willie Wagtail""",RG011,3,1
"""Yellow-faced Honeyeater""",GC008,3,1
"""Yellow-faced Honeyeater""",GC009,2,1
"""Yellow-faced Honeyeater""",GC009,3,1
"""Yellow-faced Honeyeater""",GC010,3,1
