Coleoptera data from Threlfall et al Journal of Applied Ecology 'Increasing biodiversity in urban green spaces through simple vegetation interventions',,,
For data collection methods see above paper.,,,
spp = species. Point = green space site (n=39). Rep = plot within each green space. For family abbreviations see Supplementary materials.,,,
spp,point,rep,occ
CAR.77,GC004,3,1
CAR.77,GC004,4,1
CAR.77,GC009,3,1
CAR.77,RG009,3,1
CHR.10,GC003,2,1
CHR.10,GC007,1,1
CHR.10,GC007,4,1
CHR.10,GC009,2,1
CHR.10,GC009,3,1
CHR.10,GC009,4,1
CHR.10,UP009,2,1
CHR.10,UP012,2,1
CHR.11,GC007,4,1
CHR.11,UP006,2,1
CHR.11,UP009,2,1
CHR.148,GC007,3,1
CHR.148,RG005,2,1
CHR.148,RG009,1,1
CHR.148,RG009,2,1
CHR.148,RG009,3,1
CHR.196,GC012,2,1
CHR.196,RG005,1,1
CHR.196,RG006,3,1
CHR.196,RG009,1,1
CHR.196,RG009,4,1
CHR.196,RG012,4,1
CHR.9,GC010,2,1
CHR.9,RG004,3,1
CHR.9,RG007,1,1
CHR.9,RG009,1,1
CHR.9,RG009,2,1
CHR.9,RG009,3,1
CHR.9,RG009,4,1
CHR.9,RG012,4,1
CUR.149,GC003,1,1
CUR.149,RG009,2,1
CUR.149,UP006,2,1
CUR.149,UP013,2,1
CUR.163,GC004,2,1
CUR.163,GC005,2,1
CUR.163,RG009,2,1
CUR.163,RG009,3,1
CUR.18,GC003,1,1
CUR.18,GC009,3,1
CUR.18,UP006,2,1
CUR.181,GC003,4,1
CUR.181,GC004,4,1
CUR.181,GC009,2,1
CUR.181,GC009,4,1
CUR.181,UP009,1,1
CUR.190,GC006,2,1
CUR.190,GC009,3,1
CUR.190,GC010,2,1
CUR.190,GC012,3,1
CUR.200,GC006,1,1
CUR.200,GC009,3,1
CUR.200,UP002,1,1
CUR.201,GC005,2,1
CUR.201,UP006,2,1
CUR.201,UP009,1,1
CUR.207,GC003,4,1
CUR.207,GC004,2,1
CUR.207,GC004,4,1
CUR.207,GC006,2,1
CUR.207,GC009,3,1
CUR.207,GC012,1,1
CUR.207,UP006,2,1
CUR.207,UP009,1,1
CUR.207,UP009,2,1
CUR.42,RG003,4,1
CUR.42,RG007,4,1
CUR.42,UP009,1,1
CUR.45,GC009,4,1
CUR.45,RG003,1,1
CUR.45,RG007,1,1
DYT.159,GC007,1,1
DYT.159,GC012,1,1
DYT.159,RG003,1,1
DYT.2,GC004,1,1
DYT.2,GC004,2,1
DYT.2,GC007,1,1
DYT.2,GC009,3,1
DYT.2,GC009,4,1
DYT.2,GC010,3,1
DYT.2,GC011,2,1
DYT.2,UP003,1,1
DYT.2,UP009,1,1
DYT.4,GC003,1,1
DYT.4,GC003,2,1
DYT.4,GC004,2,1
DYT.4,GC007,1,1
DYT.4,GC009,2,1
DYT.4,GC009,3,1
DYT.4,GC009,4,1
DYT.4,GC010,3,1
DYT.4,GC012,1,1
DYT.4,GC012,3,1
DYT.4,RG009,1,1
DYT.4,RG012,2,1
DYT.4,RG012,4,1
DYT.4,UP003,1,1
DYT.4,UP012,2,1
DYT.5,GC009,3,1
DYT.5,RG006,1,1
DYT.5,RG009,1,1
DYT.5,RG009,4,1
DYT.5,RG012,4,1
HYD.129,GC006,4,1
HYD.129,RG003,1,1
HYD.129,RG009,4,1
HYD.130,RG007,4,1
HYD.130,RG009,1,1
HYD.130,RG009,3,1
HYD.130,RG009,4,1
HYD.130,UP012,2,1
HYD.20,GC003,1,1
HYD.20,GC003,2,1
HYD.20,GC007,1,1
HYD.20,GC007,4,1
HYD.20,GC009,2,1
HYD.20,GC009,3,1
HYD.20,GC009,4,1
HYD.20,GC010,4,1
HYD.20,GC012,1,1
HYD.20,GC012,3,1
HYD.20,UP012,2,1
HYD.21,GC003,1,1
HYD.21,GC003,2,1
HYD.21,GC004,1,1
HYD.21,GC004,4,1
HYD.21,GC007,1,1
HYD.21,GC007,4,1
HYD.21,GC009,1,1
HYD.21,GC009,2,1
HYD.21,GC009,3,1
HYD.21,GC009,4,1
HYD.21,GC012,1,1
HYD.21,RG007,4,1
HYD.21,RG009,4,1
HYD.21,RG012,2,1
HYD.21,UP003,1,1
HYD.22,GC003,1,1
HYD.22,GC003,2,1
HYD.22,GC004,1,1
HYD.22,GC004,2,1
HYD.22,GC005,4,1
HYD.22,GC007,1,1
HYD.22,GC007,4,1
HYD.22,GC009,1,1
HYD.22,GC009,2,1
HYD.22,GC009,3,1
HYD.22,GC009,4,1
HYD.22,GC012,1,1
HYD.22,RG005,2,1
HYD.22,RG007,1,1
HYD.22,RG009,1,1
HYD.22,RG009,3,1
HYD.22,RG009,4,1
HYD.22,RG012,4,1
HYD.22,UP003,1,1
HYD.22,UP007,1,1
HYD.22,UP009,2,1
HYD.23,GC007,4,1
HYD.23,GC012,3,1
HYD.23,RG003,1,1
HYD.23,RG003,3,1
HYD.23,RG007,1,1
HYD.23,RG007,4,1
HYD.23,RG009,1,1
HYD.23,RG012,2,1
HYD.23,RG012,4,1
HYD.23,UP012,2,1
HYD.26,GC003,1,1
HYD.26,GC004,1,1
HYD.26,GC009,3,1
HYD.26,GC009,4,1
HYD.26,RG007,1,1
HYD.26,RG009,2,1
HYD.26,RG009,3,1
HYD.27,GC009,4,1
HYD.27,GC013,4,1
HYD.27,RG005,2,1
HYD.27,UP009,2,1
HYD.28,GC003,2,1
HYD.28,GC004,1,1
HYD.28,GC004,2,1
HYD.28,GC007,1,1
HYD.28,GC009,1,1
HYD.28,GC009,2,1
HYD.28,GC009,4,1
HYD.28,GC012,1,1
HYD.28,RG006,3,1
HYD.28,RG007,4,1
HYD.28,RG009,1,1
HYD.28,RG009,2,1
HYD.28,RG009,4,1
HYD.28,UP007,1,1
HYD.29,GC005,1,1
HYD.29,GC009,4,1
HYD.29,GC012,1,1
HYD.32,GC006,2,1
HYD.32,GC007,4,1
HYD.32,RG006,3,1
HYD.32,RG009,2,1
HYD.32,RG012,4,1
HYD.33,GC004,2,1
HYD.33,GC012,3,1
HYD.33,RG006,3,1
HYD.35,GC005,2,1
HYD.35,GC007,4,1
HYD.35,GC009,4,1
HYD.35,GC012,1,1
HYD.35,UP007,1,1
MOR.47,GC003,1,1
MOR.47,GC010,4,1
MOR.47,GC012,2,1
MOR.47,UP001,2,1
MOR.49,GC009,3,1
MOR.49,RG009,1,1
MOR.49,RG009,2,1
MOR.49,RG009,4,1
MOR.49,UP009,2,1
SCAR.100,GC002,1,1
SCAR.100,GC003,1,1
SCAR.100,GC005,1,1
SCAR.100,GC005,4,1
SCAR.100,GC006,1,1
SCAR.100,GC006,2,1
SCAR.100,GC006,3,1
SCAR.100,GC007,2,1
SCAR.100,GC007,3,1
SCAR.100,GC008,3,1
SCAR.100,GC008,4,1
SCAR.100,GC009,1,1
SCAR.100,GC009,2,1
SCAR.100,GC009,4,1
SCAR.100,GC012,1,1
SCAR.100,GC012,4,1
SCAR.100,RG009,1,1
SCAR.100,RG009,4,1
SCAR.100,RG012,4,1
SCAR.100,UP007,1,1
SCAR.100,UP008,1,1
SCAR.100,UP009,1,1
SCAR.100,UP009,2,1
SCAR.100,UP010,1,1
SCAR.100,UP012,1,1
SCAR.101,GC003,1,1
SCAR.101,GC009,1,1
SCAR.101,GC009,2,1
SCAR.101,GC009,3,1
SCAR.101,GC009,4,1
SCAR.101,RG005,2,1
SCAR.101,RG007,1,1
SCAR.101,RG007,2,1
SCAR.101,RG009,1,1
SCAR.101,RG009,2,1
SCAR.101,RG009,3,1
SCAR.101,RG009,4,1
SCAR.101,RG012,1,1
SCAR.102,GC007,4,1
SCAR.102,GC009,3,1
SCAR.102,GC012,1,1
SCAR.102,RG007,4,1
SCAR.102,RG012,4,1
SCAR.103,GC003,1,1
SCAR.103,GC009,3,1
SCAR.103,GC009,4,1
SCAR.103,UP009,1,1
SCAR.104,GC002,4,1
SCAR.104,GC003,1,1
SCAR.104,GC009,4,1
SCAR.104,GC012,1,1
SCAR.104,GC012,3,1
SCAR.104,GC013,2,1
SCAR.104,RG007,4,1
SCAR.104,RG009,1,1
SCAR.104,RG009,2,1
SCAR.104,UP013,1,1
SCAR.105,GC008,2,1
SCAR.105,GC012,1,1
SCAR.105,GC012,4,1
SCAR.105,RG001,1,1
SCAR.105,RG007,4,1
SCAR.105,RG009,2,1
SCAR.105,UP007,1,1
SCAR.105,UP009,2,1
SCAR.105,UP011,1,1
SCAR.106,GC005,1,1
SCAR.106,GC009,2,1
SCAR.106,RG004,3,1
SCAR.106,RG005,1,1
SCAR.106,RG009,2,1
SCAR.106,RG012,4,1
SCAR.107,GC003,1,1
SCAR.107,GC003,2,1
SCAR.107,GC007,4,1
SCAR.107,UP012,2,1
SCAR.110,GC003,1,1
SCAR.110,GC004,3,1
SCAR.110,GC006,4,1
SCAR.110,GC007,1,1
SCAR.110,GC007,2,1
SCAR.110,GC007,3,1
SCAR.110,GC007,4,1
SCAR.110,GC009,2,1
SCAR.110,GC012,1,1
SCAR.110,GC012,4,1
SCAR.110,UP005,2,1
SCAR.110,UP012,2,1
SCAR.111,GC001,3,1
SCAR.111,GC002,2,1
SCAR.111,GC002,3,1
SCAR.111,GC002,4,1
SCAR.111,GC003,4,1
SCAR.111,GC004,4,1
SCAR.111,GC005,4,1
SCAR.111,GC007,1,1
SCAR.111,GC007,2,1
SCAR.111,GC007,3,1
SCAR.111,GC007,4,1
SCAR.111,GC008,2,1
SCAR.111,GC009,3,1
SCAR.111,GC009,4,1
SCAR.111,GC010,4,1
SCAR.111,GC012,2,1
SCAR.111,GC012,3,1
SCAR.111,GC012,4,1
SCAR.111,GC013,2,1
SCAR.111,GC013,4,1
SCAR.111,RG004,3,1
SCAR.111,RG005,2,1
SCAR.111,RG009,1,1
SCAR.111,RG009,3,1
SCAR.111,RG009,4,1
SCAR.111,UP003,1,1
SCAR.111,UP007,1,1
SCAR.111,UP008,1,1
SCAR.111,UP008,2,1
SCAR.111,UP009,1,1
SCAR.111,UP009,2,1
SCAR.111,UP013,1,1
SCAR.112,GC001,3,1
SCAR.112,GC002,2,1
SCAR.112,GC003,1,1
SCAR.112,GC003,4,1
SCAR.112,GC009,4,1
SCAR.112,GC012,1,1
SCAR.112,GC012,3,1
SCAR.112,RG001,1,1
SCAR.112,RG003,4,1
SCAR.112,RG006,3,1
SCAR.112,RG007,1,1
SCAR.112,RG007,3,1
SCAR.112,RG008,1,1
SCAR.112,RG009,2,1
SCAR.112,UP007,1,1
SCAR.112,UP012,2,1
SCAR.113,GC001,3,1
SCAR.113,GC002,3,1
SCAR.113,GC002,4,1
SCAR.113,GC003,1,1
SCAR.113,GC004,2,1
SCAR.113,GC006,4,1
SCAR.113,GC007,2,1
SCAR.113,GC007,3,1
SCAR.113,GC008,4,1
SCAR.113,GC009,3,1
SCAR.113,GC009,4,1
SCAR.113,GC010,4,1
SCAR.113,GC012,4,1
SCAR.113,RG001,1,1
SCAR.113,RG002,2,1
SCAR.113,RG007,1,1
SCAR.113,RG007,4,1
SCAR.113,RG009,4,1
SCAR.113,RG012,4,1
SCAR.113,UP002,2,1
SCAR.113,UP005,2,1
SCAR.113,UP006,2,1
SCAR.124,RG006,3,1
SCAR.124,RG007,1,1
SCAR.124,RG007,3,1
SCAR.124,RG007,4,1
SCAR.124,RG009,2,1
SCAR.124,RG009,3,1
SCAR.124,RG013,1,1
SCAR.124,RG013,2,1
SCAR.81,GC003,1,1
SCAR.81,GC003,2,1
SCAR.81,GC004,1,1
SCAR.81,GC004,2,1
SCAR.81,GC004,3,1
SCAR.81,GC004,4,1
SCAR.81,GC005,1,1
SCAR.81,GC007,1,1
SCAR.81,GC007,4,1
SCAR.81,GC008,4,1
SCAR.81,GC009,1,1
SCAR.81,GC009,2,1
SCAR.81,GC009,3,1
SCAR.81,GC009,4,1
SCAR.81,GC012,1,1
SCAR.81,GC012,2,1
SCAR.81,GC012,3,1
SCAR.81,GC012,4,1
SCAR.81,UP003,1,1
SCAR.81,UP006,2,1
SCAR.81,UP007,1,1
SCAR.81,UP008,1,1
SCAR.81,UP009,2,1
SCAR.81,UP013,1,1
SCAR.82,GC009,3,1
SCAR.82,RG007,4,1
SCAR.82,RG009,1,1
SCAR.82,RG009,3,1
SCAR.82,RG010,1,1
SCAR.82,RG012,2,1
SCAR.82,RG013,3,1
SCAR.82,RG013,4,1
SCAR.83,GC004,1,1
SCAR.83,GC007,1,1
SCAR.83,GC012,3,1
SCAR.83,RG001,1,1
SCAR.84,GC001,3,1
SCAR.84,GC007,1,1
SCAR.84,UP003,1,1
SCAR.85,GC003,2,1
SCAR.85,GC009,2,1
SCAR.85,GC013,1,1
SCAR.85,UP007,1,1
SCAR.86,GC003,2,1
SCAR.86,GC007,2,1
SCAR.86,GC012,3,1
SCAR.86,GC013,2,1
SCAR.86,GC013,3,1
SCAR.86,GC013,4,1
SCAR.86,RG005,2,1
SCAR.86,UP003,1,1
SCAR.86,UP004,1,0
SCAR.86,UP007,1,1
SCAR.87,GC005,2,1
SCAR.87,GC007,1,1
SCAR.87,GC007,2,1
SCAR.87,GC009,2,1
SCAR.87,GC009,4,1
SCAR.87,GC012,1,1
SCAR.87,GC013,3,1
SCAR.87,RG001,1,1
SCAR.87,RG007,1,1
SCAR.87,RG007,2,1
SCAR.87,RG009,1,1
SCAR.87,RG009,2,1
SCAR.87,RG009,3,1
SCAR.87,RG010,3,1
SCAR.87,RG012,2,1
SCAR.87,RG012,4,1
SCAR.87,UP007,1,1
SCAR.87,UP009,2,1
SCAR.87,UP012,2,1
SCAR.88,GC001,3,1
SCAR.88,GC003,1,1
SCAR.88,GC009,4,1
SCAR.88,GC013,2,1
SCAR.88,RG001,1,1
SCAR.88,RG005,1,1
SCAR.88,RG007,4,1
SCAR.88,RG009,1,1
SCAR.88,RG009,4,1
SCAR.88,RG012,4,1
SCAR.88,UP009,1,1
SCAR.89,GC009,3,1
SCAR.89,RG006,3,1
SCAR.89,RG009,3,1
SCAR.89,RG009,4,1
SCAR.89,RG013,4,1
SCAR.89,UP013,2,1
SCAR.90,GC003,2,1
SCAR.90,GC003,4,1
SCAR.90,GC005,1,1
SCAR.90,GC006,2,1
SCAR.90,GC006,4,1
SCAR.90,GC007,1,1
SCAR.90,GC007,4,1
SCAR.90,GC008,4,1
SCAR.90,GC009,1,1
SCAR.90,GC009,2,1
SCAR.90,GC009,3,1
SCAR.90,GC009,4,1
SCAR.90,GC010,4,1
SCAR.90,GC012,1,1
SCAR.90,GC012,3,1
SCAR.90,GC012,4,1
SCAR.90,GC013,2,1
SCAR.90,UP005,2,1
SCAR.90,UP007,1,1
SCAR.90,UP009,1,1
SCAR.90,UP009,2,1
SCAR.90,UP012,2,1
SCAR.92,GC003,1,1
SCAR.92,GC006,3,1
SCAR.92,GC009,4,1
SCAR.94,GC002,3,1
SCAR.94,GC007,2,1
SCAR.94,GC008,3,1
SCAR.94,GC008,4,1
SCAR.94,GC009,3,1
SCAR.94,GC012,4,1
SCAR.94,UP005,1,1
SCAR.94,UP006,2,1
SCAR.94,UP009,1,1
SCAR.97,GC002,2,1
SCAR.97,GC007,4,1
SCAR.97,GC009,3,1
SCAR.97,GC009,4,1
SCAR.97,GC010,4,1
SCAR.97,GC012,1,1
SCAR.97,GC012,3,1
SCAR.97,RG008,1,1
SCAR.97,RG009,2,1
SCAR.97,UP009,2,1
SCAR.98,GC002,4,1
SCAR.98,GC007,1,1
SCAR.98,GC008,2,1
SCAR.98,GC012,1,1
SCAR.98,RG001,1,1
SCAR.98,RG002,3,1
SCAR.98,RG009,1,1
SCAR.98,UP009,2,1
SCAR.99,GC002,2,1
SCAR.99,GC006,2,1
SCAR.99,GC007,4,1
SCAR.99,GC008,4,1
SCAR.99,GC009,4,1
SCAR.99,GC012,1,1
SCAR.99,GC012,3,1
SCAR.99,GC013,1,1
SCAR.99,RG001,1,1
SCAR.99,RG010,3,1
SCAR.99,RG012,2,1
SCAR.99,UP007,1,1
SCAR.99,UP009,1,1
SCAR.99,UP010,1,1
SCAR.99,UP012,2,1
SCAR.99,UP013,1,1
