GI.Type,SiteID,SpeciesCode,Taxa,SpeciesName,CommonName,Status,Count
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,3
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,10
public/community gardens,34,up,Bird,,Urban pigeon,,2
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,2
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,2
public/community gardens,51,up,Bird,,Urban pigeon,,7
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,182,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,31
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,12
public/community gardens,78,up,Bird,,Urban pigeon,,3
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,2
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,67,up,Bird,,Urban pigeon,,2
public/community gardens,69,up,Bird,,Urban pigeon,,10
public/community gardens,69,up,Bird,,Urban pigeon,,13
public/community gardens,69,up,Bird,,Urban pigeon,,8
public/community gardens,69,up,Bird,,Urban pigeon,,7
public/community gardens,69,up,Bird,,Urban pigeon,,2
public/community gardens,69,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,134,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,4
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,7
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,138,up,Bird,,Urban pigeon,,23
public/community gardens,138,up,Bird,,Urban pigeon,,14
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,5
public/community gardens,138,up,Bird,,Urban pigeon,,2
public/community gardens,138,up,Bird,,Urban pigeon,,47
public/community gardens,38,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,3
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,4
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,3
public/community gardens,39,up,Bird,,Urban pigeon,,10
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,177,up,Bird,,Urban pigeon,,1
public/community gardens,177,up,Bird,,Urban pigeon,,1
public/community gardens,177,up,Bird,,Urban pigeon,,2
public/community gardens,177,up,Bird,,Urban pigeon,,3
public/community gardens,177,up,Bird,,Urban pigeon,,1
public/community gardens,177,up,Bird,,Urban pigeon,,1
public/community gardens,177,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,2
public/community gardens,4,up,Bird,,Urban pigeon,,5
public/community gardens,138,up,Bird,,Urban pigeon,,3
public/community gardens,138,up,Bird,,Urban pigeon,,2
public/community gardens,138,up,Bird,,Urban pigeon,,2
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,2
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,3
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,5
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,3
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,3
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,2
public/community gardens,34,up,Bird,,Urban pigeon,,3
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,4
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,9
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,4
public/community gardens,51,up,Bird,,Urban pigeon,,2
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,134,up,Bird,,Urban pigeon,,1
public/community gardens,134,up,Bird,,Urban pigeon,,1
public/community gardens,134,up,Bird,,Urban pigeon,,1
public/community gardens,102,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,13
public/community gardens,91,up,Bird,,Urban pigeon,,2
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,2
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,2
public/community gardens,90,up,Bird,,Urban pigeon,,1
public/community gardens,90,up,Bird,,Urban pigeon,,2
public/community gardens,90,up,Bird,,Urban pigeon,,1
public/community gardens,90,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,3
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,23
public/community gardens,107,up,Bird,,Urban pigeon,,3
public/community gardens,97,up,Bird,,Urban pigeon,,1
public/community gardens,97,up,Bird,,Urban pigeon,,1
public/community gardens,97,up,Bird,,Urban pigeon,,9
public/community gardens,97,up,Bird,,Urban pigeon,,1
public/community gardens,97,up,Bird,,Urban pigeon,,2
public/community gardens,97,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,4
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,3
public/community gardens,172,up,Bird,,Urban pigeon,,21
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,2
public/community gardens,166,up,Bird,,Urban pigeon,,2
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,2
public/community gardens,53,up,Bird,,Urban pigeon,,2
public/community gardens,62,up,Bird,,Urban pigeon,,1
public/community gardens,62,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,10
public/community gardens,51,up,Bird,,Urban pigeon,,4
public/community gardens,51,up,Bird,,Urban pigeon,,4
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,2
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,7
public/community gardens,34,up,Bird,,Urban pigeon,,5
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,2
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,10
public/community gardens,4,up,Bird,,Urban pigeon,,14
public/community gardens,138,up,Bird,,Urban pigeon,,29
public/community gardens,138,up,Bird,,Urban pigeon,,2
public/community gardens,138,up,Bird,,Urban pigeon,,3
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,3
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,4
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,38,up,Bird,,Urban pigeon,,1
public/community gardens,38,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,1
public/community gardens,39,up,Bird,,Urban pigeon,,3
public/community gardens,4,up,Bird,,Urban pigeon,,3
public/community gardens,4,up,Bird,,Urban pigeon,,9
public/community gardens,4,up,Bird,,Urban pigeon,,1
public/community gardens,4,up,Bird,,Urban pigeon,,5
public/community gardens,4,up,Bird,,Urban pigeon,,2
public/community gardens,4,up,Bird,,Urban pigeon,,4
public/community gardens,168,up,Bird,,Urban pigeon,,2
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,2
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,7
public/community gardens,178,up,Bird,,Urban pigeon,,3
public/community gardens,178,up,Bird,,Urban pigeon,,4
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,69,up,Bird,,Urban pigeon,,21
public/community gardens,69,up,Bird,,Urban pigeon,,5
public/community gardens,69,up,Bird,,Urban pigeon,,5
public/community gardens,69,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,2
public/community gardens,106,up,Bird,,Urban pigeon,,2
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,3
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,21
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,91,up,Bird,,Urban pigeon,,19
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,2
public/community gardens,166,up,Bird,,Urban pigeon,,1
public/community gardens,166,up,Bird,,Urban pigeon,,2
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,168,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,3
public/community gardens,149,up,Bird,,Urban pigeon,,2
public/community gardens,149,up,Bird,,Urban pigeon,,2
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,1
public/community gardens,105,up,Bird,,Urban pigeon,,3
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,6
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,97,up,Bird,,Urban pigeon,,5
public/community gardens,34,up,Bird,,Urban pigeon,,3
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,2
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,4
public/community gardens,138,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,12
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,3
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,3
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,10
public/community gardens,107,up,Bird,,Urban pigeon,,21
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,2
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,182,up,Bird,,Urban pigeon,,1
public/community gardens,182,up,Bird,,Urban pigeon,,1
public/community gardens,182,up,Bird,,Urban pigeon,,4
public/community gardens,182,up,Bird,,Urban pigeon,,1
public/community gardens,182,up,Bird,,Urban pigeon,,1
public/community gardens,90,up,Bird,,Urban pigeon,,1
public/community gardens,102,up,Bird,,Urban pigeon,,3
public/community gardens,102,up,Bird,,Urban pigeon,,3
public/community gardens,106,up,Bird,,Urban pigeon,,2
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,4
public/community gardens,106,up,Bird,,Urban pigeon,,1
public/community gardens,106,up,Bird,,Urban pigeon,,6
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,25
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,178,up,Bird,,Urban pigeon,,2
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,2
public/community gardens,53,up,Bird,,Urban pigeon,,4
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,70,up,Bird,,Urban pigeon,,3
public/community gardens,70,up,Bird,,Urban pigeon,,1
public/community gardens,67,up,Bird,,Urban pigeon,,1
public/community gardens,67,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,1
public/community gardens,62,up,Bird,,Urban pigeon,,1
public/community gardens,62,up,Bird,,Urban pigeon,,2
public/community gardens,51,up,Bird,,Urban pigeon,,7
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,3
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,17
public/community gardens,85,up,Bird,,Urban pigeon,,2
public/community gardens,85,up,Bird,,Urban pigeon,,5
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,1
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,78,up,Bird,,Urban pigeon,,20
public/community gardens,78,up,Bird,,Urban pigeon,,2
public/community gardens,182,up,Bird,,Urban pigeon,,2
public/community gardens,102,up,Bird,,Urban pigeon,,1
public/community gardens,107,up,Bird,,Urban pigeon,,4
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,2
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,91,up,Bird,,Urban pigeon,,2
public/community gardens,91,up,Bird,,Urban pigeon,,3
public/community gardens,91,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,5
public/community gardens,51,up,Bird,,Urban pigeon,,1
public/community gardens,51,up,Bird,,Urban pigeon,,4
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,3
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,178,up,Bird,,Urban pigeon,,1
public/community gardens,53,up,Bird,,Urban pigeon,,1
public/community gardens,69,up,Bird,,Urban pigeon,,6
public/community gardens,69,up,Bird,,Urban pigeon,,5
public/community gardens,69,up,Bird,,Urban pigeon,,1
public/community gardens,69,up,Bird,,Urban pigeon,,10
public/community gardens,69,up,Bird,,Urban pigeon,,1
public/community gardens,71,up,Bird,,Urban pigeon,,2
public/community gardens,70,up,Bird,,Urban pigeon,,2
public/community gardens,70,up,Bird,,Urban pigeon,,2
public/community gardens,70,up,Bird,,Urban pigeon,,2
public/community gardens,70,up,Bird,,Urban pigeon,,2
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,149,up,Bird,,Urban pigeon,,5
public/community gardens,149,up,Bird,,Urban pigeon,,2
public/community gardens,149,up,Bird,,Urban pigeon,,1
public/community gardens,172,up,Bird,,Urban pigeon,,4
public/community gardens,172,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,3
public/community gardens,172,up,Bird,,Urban pigeon,,2
public/community gardens,172,up,Bird,,Urban pigeon,,1
public/community gardens,138,up,Bird,,Urban pigeon,,12
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,5
public/community gardens,185,up,Bird,,Urban pigeon,,6
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,3
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,5
public/community gardens,147,up,Bird,,Urban pigeon,,3
public/community gardens,147,up,Bird,,Urban pigeon,,2
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,147,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,2
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,3
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,185,up,Bird,,Urban pigeon,,10
public/community gardens,185,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,85,up,Bird,,Urban pigeon,,2
public/community gardens,85,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,1
public/community gardens,34,up,Bird,,Urban pigeon,,2
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,1
public/community gardens,177,wp,Bird,,Wood pigeon,,2
public/community gardens,177,wp,Bird,,Wood pigeon,,1
